bin_id,node_id,in_degree,out_degree
1,520,5501,860
1,183,1081,6900
1,122,381,1460
1,487,921,9400
1,634,10741,3600
1,120,1681,4720
1,886,2641,4700
1,477,2121,3100
1,71,1701,11200
1,164,1141,2020
1,702,343,60
1,134,2360,3860
1,193,4720,8420
1,603,14760,5740
1,725,2800,260
1,694,3380,2320
1,246,900,6840
1,866,6220,80
1,504,4820,6260
1,510,6440,4540
1,428,3520,4920
1,478,9360,3320
1,47,0,2100
1,691,8440,4160
1,15,20,6780
1,141,1040,5540
1,259,1380,3620
1,236,1800,1700
1,447,1940,320
1,54,40,3760
1,159,6600,4820
1,779,5540,420
1,250,3320,3420
1,156,1920,7040
1,909,7340,420
1,1245,11700,700
1,74,20,12420
1,763,5020,440
1,232,200,7620
1,374,1740,1640
1,413,180,1880
1,461,280,1340
1,366,7480,4400
1,162,4000,2740
1,372,4260,5340
1,387,2920,30000
1,89,0,3880
1,720,6140,2500
1,198,1560,26400
1,267,13500,12740
1,211,1760,3220
1,706,5220,3700
1,72,400,3900
1,753,3980,1600
1,475,3860,2640
1,498,2760,380
1,874,3420,1680
1,184,1700,5980
1,333,7800,1420
1,322,5080,22740
1,106,80,1900
1,435,5520,1380
1,248,500,13200
1,743,3140,80
1,407,1300,3000
1,97,1300,4280
1,378,1040,4860
1,1492,6740,0
1,119,140,11320
1,270,5220,6640
1,346,940,6700
1,39,440,7060
1,219,5980,700
1,117,60,4340
1,200,120,2660
1,921,5580,280
1,580,5800,2360
1,525,8700,3600
1,650,16200,120
1,466,1040,4440
1,420,4400,1840
1,59,20,2900
1,272,2960,8900
1,18,1260,18600
1,797,1680,60
1,527,14920,1360
1,3,0,4840
1,491,5600,140
1,751,3100,180
1,178,4960,3660
1,165,0,880
1,1090,2720,0
1,871,480,0
1,118,740,1180
1,1485,10740,0
1,893,4380,380
1,220,4500,3740
1,147,4080,14500
1,577,4160,1740
1,79,300,4760
1,656,1340,4100
1,43,0,820
1,642,6380,2100
1,1342,7020,0
1,674,3400,480
1,27,0,380
1,1392,19660,0
1,131,80,2280
1,1164,1860,0
1,884,10280,1100
1,793,1620,3000
1,939,11600,80
1,836,11540,480
1,426,17520,5780
1,1414,3480,0
1,445,980,680
1,63,20,4440
1,880,2000,2260
1,269,20,200
1,1362,5320,500
1,626,1180,300
1,401,3280,7720
1,977,2480,0
1,245,340,1320
1,854,80,0
1,531,800,1020
1,845,9260,120
1,908,7960,80
1,488,2180,7500
1,959,2760,0
1,1204,1420,20
1,660,6780,760
1,440,1920,220
1,615,4020,2500
1,1067,7760,4480
1,465,4860,2720
1,20,0,8980
1,1209,10060,700
1,160,1080,7300
1,80,80,20920
1,215,3300,8240
1,1323,1840,0
1,261,1840,540
1,889,14400,1400
1,295,3300,4540
1,544,1520,1680
1,778,2600,3440
1,460,360,1940
1,882,10840,1400
1,432,220,1760
1,653,400,140
1,790,1680,120
1,172,20,14200
1,453,340,120
1,343,2300,1660
1,638,1660,2100
1,34,0,2180
1,99,940,4040
1,486,920,2960
1,771,200,700
1,496,160,1280
1,809,700,680
1,574,220,260
1,38,0,4800
1,275,1700,3480
1,339,1720,1020
1,110,2260,5180
1,867,12340,200
1,55,240,10860
1,985,8000,20
1,285,4260,3000
1,923,6220,100
1,210,400,2140
1,970,4100,0
1,173,640,40
1,502,680,1000
1,441,420,1620
1,894,6480,860
1,513,6200,3000
1,464,220,60
1,649,5480,2180
1,253,5540,9160
1,424,900,6220
1,429,3440,4940
1,197,240,2040
1,14,0,3800
1,1260,7500,0
1,181,160,9860
1,954,4740,220
1,998,4860,560
1,741,2520,1240
1,257,720,3040
1,222,20,1800
1,784,1460,80
1,290,160,460
1,252,180,1640
1,582,4580,400
1,77,0,1640
1,205,40,100
1,425,20,0
1,213,180,6160
1,533,720,880
1,637,0,20
1,1238,2880,0
1,353,180,160
2,489,0,9
2,164,1,0
2,59,1,0
2,702,4,0
2,477,1,0
2,886,1,0
2,859,1,0
3,489,0,9
3,702,7,0
3,252,1,0
3,886,1,0
5,120,0,13
5,164,1,0
5,487,1,0
5,520,1,0
5,886,1,0
5,859,1,0
5,477,1,0
5,489,1,0
5,71,1,0
5,702,1,0
5,183,1,0
5,441,1,0
5,122,1,0
5,634,1,0
6,489,0,1
6,886,1,0
8,489,0,1
8,886,1,0
9,489,0,2
9,886,1,0
9,59,1,0
10,489,0,2
10,886,1,0
10,164,1,0
11,489,0,3
11,886,1,0
11,702,1,0
11,164,1,0
12,489,0,2
12,859,1,0
12,702,1,0
13,489,0,1
13,71,1,0
14,489,0,1
14,71,1,0
15,489,0,1
15,71,1,0
16,489,0,1
16,120,1,0
17,489,1,2
17,477,1,0
17,164,0,1
17,487,1,0
17,886,1,0
17,428,0,2
17,250,2,0
17,702,0,1
18,702,1,5
18,634,1,0
18,489,6,5
18,959,3,0
18,886,2,7
18,477,1,0
18,487,1,1
18,183,0,1
18,71,2,0
18,59,1,0
18,859,1,0
19,702,1,3
19,477,2,0
19,886,1,2
19,59,3,0
19,489,2,7
19,71,3,0
19,164,0,1
19,464,1,0
20,464,0,1
20,489,6,1
20,886,1,29
20,959,3,0
20,677,1,0
20,477,5,0
20,702,2,4
20,859,4,0
20,59,3,0
20,71,3,0
20,656,2,0
20,854,3,0
20,478,2,0
21,702,4,1
21,477,5,0
21,489,3,15
21,164,1,0
21,886,2,22
21,59,4,0
21,859,4,0
21,71,6,0
21,854,4,0
21,656,1,0
21,959,2,0
21,478,1,0
21,677,1,0
21,428,0,2
21,250,2,0
22,464,1,4
22,489,5,2
22,886,0,1
22,71,1,0
22,702,1,2
22,59,1,0
23,183,0,4
23,867,4,0
23,702,0,5
23,71,3,0
23,164,0,1
23,79,1,0
23,886,0,2
23,489,2,3
23,634,0,1
23,533,1,0
23,464,2,0
23,252,1,0
23,859,1,0
23,959,1,0
24,183,0,2
24,131,1,0
24,702,0,1
24,489,1,3
24,464,3,0
24,889,0,1
24,164,1,0
24,487,0,1
24,582,0,1
24,496,1,0
24,854,1,0
24,867,1,0
25,489,0,8
25,886,1,0
25,477,3,0
25,859,2,0
25,71,1,0
25,702,1,1
25,183,0,3
25,867,3,0
25,59,1,0
26,464,0,8
26,489,10,0
26,702,2,15
26,477,5,0
26,854,4,0
26,859,4,0
26,886,2,18
26,71,4,0
26,656,1,0
26,59,4,0
26,478,1,0
26,677,1,0
26,959,1,0
26,634,0,3
26,198,3,0
26,487,2,0
27,702,5,6
27,59,3,0
27,489,6,4
27,477,3,0
27,886,1,14
27,859,3,1
27,164,0,3
27,634,1,0
27,261,1,0
27,79,1,0
27,874,0,2
27,159,1,0
27,487,1,0
27,880,1,7
27,464,2,0
27,854,2,1
27,71,2,0
27,677,1,0
27,959,1,0
27,478,1,0
27,656,2,0
28,164,2,2
28,487,1,0
28,886,1,1
28,959,4,0
28,464,0,14
28,489,11,3
28,79,1,4
28,702,3,9
28,59,4,0
28,880,1,0
28,118,4,0
28,428,0,4
28,250,4,0
28,477,2,0
28,859,1,0
28,836,2,0
28,634,1,0
28,261,1,0
28,252,0,1
28,504,0,2
28,653,1,0
28,401,1,0
28,656,0,14
28,603,1,0
28,267,1,0
28,660,1,0
28,253,1,0
28,71,1,0
28,491,1,0
28,183,1,0
28,97,1,0
28,628,1,0
29,164,3,1
29,889,1,0
29,886,3,4
29,489,2,14
29,880,3,0
29,702,1,14
29,859,3,0
29,854,2,1
29,959,1,0
29,71,2,0
29,477,5,0
29,59,3,0
29,434,2,0
29,464,3,0
30,489,1,14
30,434,1,0
30,164,1,0
30,702,4,9
30,477,4,0
30,725,0,2
30,59,6,1
30,880,3,0
30,77,0,1
30,110,1,0
30,859,1,0
30,71,3,0
30,183,0,1
30,867,1,0
30,886,2,0
31,886,2,24
31,59,4,0
31,489,11,7
31,464,3,4
31,118,2,2
31,880,2,0
31,702,3,16
31,477,5,0
31,854,7,0
31,859,5,0
31,634,0,1
31,71,4,0
31,478,1,0
31,656,1,0
31,959,1,0
31,677,1,0
31,434,1,0
31,164,1,0
31,653,0,2
31,836,2,0
32,489,2,4
32,434,1,0
32,164,1,3
32,487,2,0
32,886,3,15
32,59,3,1
32,477,1,0
32,702,2,0
32,859,3,0
32,71,1,0
32,854,1,0
32,441,1,0
32,634,1,0
32,464,1,0
33,702,3,9
33,59,7,0
33,854,7,1
33,489,8,5
33,477,6,0
33,71,5,0
33,487,0,1
33,164,1,0
33,464,2,2
33,886,1,31
33,859,5,0
33,118,2,4
33,959,2,0
33,836,0,2
33,162,2,0
33,270,1,0
33,677,1,0
33,656,1,0
33,478,1,0
34,702,13,16
34,59,10,1
34,854,7,3
34,164,3,1
34,79,1,0
34,118,0,2
34,434,4,0
34,886,6,22
34,477,6,0
34,859,6,0
34,489,7,0
34,71,5,0
34,120,0,46
34,487,3,0
34,491,3,0
34,441,3,0
34,122,3,0
34,634,3,0
34,183,3,0
34,520,3,0
34,880,1,0
34,836,1,2
34,339,2,0
35,836,0,10
35,162,2,0
35,886,5,26
35,71,13,0
35,702,8,41
35,854,9,2
35,859,8,0
35,477,10,0
35,59,11,0
35,959,3,0
35,504,6,0
35,880,2,7
35,489,8,0
35,252,2,2
35,634,1,1
35,487,3,0
35,434,1,0
35,420,0,1
35,183,0,1
35,159,1,0
35,464,0,2
36,702,3,16
36,59,10,0
36,854,5,0
36,71,6,0
36,886,3,22
36,859,5,0
36,489,17,12
36,477,7,0
36,122,2,0
36,434,2,0
36,164,2,2
36,118,4,14
36,183,0,1
36,159,1,0
37,886,4,13
37,71,5,0
37,959,1,0
37,59,3,0
37,859,2,0
37,854,2,2
37,489,6,15
37,477,2,0
37,702,4,1
37,880,1,2
37,164,1,1
37,118,2,0
37,420,0,2
37,634,1,0
37,117,1,0
37,487,1,0
38,118,3,2
38,489,11,11
38,880,6,0
38,513,0,3
38,246,3,0
38,691,1,0
38,866,1,3
38,702,1,22
38,59,4,0
38,886,2,7
38,859,5,0
38,464,1,0
38,477,7,0
38,854,2,2
38,164,4,2
38,487,1,0
38,71,3,0
38,79,0,8
38,261,4,0
38,236,1,0
39,79,2,20
39,637,2,0
39,836,10,4
39,261,4,0
39,164,5,1
39,706,2,0
39,198,2,0
39,489,9,10
39,252,1,8
39,886,4,10
39,71,5,0
39,477,1,0
39,859,1,0
39,343,1,2
39,487,0,2
39,118,3,4
39,634,0,1
39,59,2,0
39,582,1,0
39,866,1,0
39,246,1,0
39,691,1,0
39,464,1,4
39,434,4,0
39,183,0,2
39,159,2,0
39,38,2,0
39,117,2,0
39,702,0,2
39,854,1,0
40,702,3,7
40,477,3,1
40,859,3,0
40,489,7,12
40,886,4,17
40,854,2,4
40,59,6,0
40,866,0,3
40,272,1,0
40,691,1,0
40,246,1,0
40,118,8,0
40,71,3,1
40,164,3,2
40,880,1,0
40,245,2,0
40,183,0,2
40,159,2,0
40,343,1,0
40,504,0,4
40,653,2,0
40,401,4,0
40,79,0,20
40,836,2,4
40,261,2,0
40,637,2,0
40,38,2,0
40,117,2,0
40,198,2,0
40,487,2,0
40,706,2,0
40,252,2,0
40,248,2,0
41,702,5,21
41,477,6,0
41,886,2,14
41,118,7,0
41,343,2,0
41,489,9,14
41,71,4,0
41,859,3,0
41,880,3,0
41,59,3,0
41,27,0,1
41,246,3,0
41,164,1,1
41,434,1,0
41,866,0,8
41,691,2,0
41,854,3,0
41,487,0,1
41,245,1,0
41,464,1,0
41,193,1,0
41,582,1,0
41,637,1,0
41,272,1,0
42,854,3,4
42,702,3,8
42,59,3,0
42,489,10,18
42,118,1,2
42,886,3,9
42,267,1,0
42,880,1,0
42,859,5,0
42,434,2,0
42,164,3,1
42,236,1,0
42,520,1,0
42,122,1,0
42,477,1,0
42,634,1,0
42,487,3,0
42,183,1,0
42,120,1,0
42,246,0,4
42,637,3,0
42,866,1,0
42,232,1,0
42,691,1,0
42,656,1,0
42,79,0,24
42,252,2,0
42,117,2,0
42,261,4,0
42,836,4,0
42,38,2,0
42,706,2,0
42,198,2,0
43,164,2,4
43,79,2,0
43,886,2,9
43,434,2,0
43,487,2,7
43,836,1,0
43,634,2,2
43,489,4,7
43,464,2,0
43,71,2,8
43,854,4,0
43,477,4,1
43,859,5,0
43,205,0,7
43,261,2,0
43,582,1,5
43,866,2,0
43,246,3,0
43,637,2,0
43,232,2,0
43,880,2,0
43,702,2,14
43,118,2,2
43,959,1,0
43,120,1,0
43,343,5,0
43,874,1,0
43,59,4,0
43,656,1,0
43,245,1,0
44,489,4,2
44,886,2,0
44,702,0,12
44,71,3,2
44,477,2,0
44,79,0,20
44,198,2,0
44,487,3,0
44,117,2,0
44,164,2,2
44,706,2,0
44,637,2,0
44,836,2,0
44,261,2,0
44,252,2,0
44,38,2,0
44,59,4,1
44,193,0,4
44,232,2,0
44,246,2,0
44,859,1,0
44,854,1,0
44,434,1,0
45,702,6,13
45,71,5,0
45,477,4,0
45,886,4,17
45,859,3,0
45,854,3,0
45,489,11,18
45,889,0,2
45,634,2,1
45,464,2,2
45,59,4,0
45,880,4,0
45,118,1,2
45,959,1,2
45,478,1,0
45,343,2,0
45,656,1,0
45,677,1,0
45,434,1,0
45,487,1,0
45,193,0,1
45,246,2,0
45,232,0,3
45,637,1,0
45,866,1,0
46,702,0,4
46,477,1,0
46,193,0,1
46,246,1,0
46,59,1,0
46,71,1,0
46,343,0,2
46,489,3,1
46,118,0,1
46,339,0,4
46,836,2,0
46,488,2,0
46,122,1,0
46,164,0,2
46,487,1,0
46,886,1,0
46,434,1,0
47,489,6,11
47,343,6,0
47,487,6,7
47,164,4,3
47,245,2,0
47,252,3,0
47,118,5,4
47,434,1,0
47,464,1,1
47,496,0,6
47,889,1,0
47,634,3,2
47,79,2,20
47,637,3,0
47,866,2,0
47,38,2,0
47,198,2,0
47,706,2,0
47,117,2,0
47,261,2,0
47,836,2,0
47,582,0,3
47,246,1,0
47,691,1,0
47,886,2,5
47,119,1,0
47,702,1,2
47,859,1,0
48,489,19,4
48,71,3,0
48,886,2,36
48,434,13,0
48,859,8,0
48,118,1,6
48,854,3,0
48,477,5,0
48,487,2,5
48,634,5,0
48,702,1,16
48,496,2,13
48,866,2,0
48,637,7,0
48,889,3,1
48,232,2,4
48,245,3,0
48,164,7,3
48,261,2,2
48,79,1,10
48,464,2,0
48,59,2,0
48,504,0,2
48,836,5,0
48,959,2,0
48,656,2,0
48,763,0,8
48,510,4,0
48,923,4,2
48,939,2,0
48,141,0,4
48,39,4,0
48,880,0,7
48,198,1,0
48,252,1,0
48,706,1,0
48,38,1,0
48,117,1,0
49,118,4,12
49,489,11,8
49,164,8,6
49,634,2,0
49,487,2,1
49,886,7,23
49,343,1,0
49,165,4,5
49,615,5,0
49,502,2,0
49,520,0,1
49,836,4,6
49,504,2,0
49,141,4,10
49,39,10,4
49,763,4,2
49,923,4,38
49,637,2,2
49,477,4,0
49,859,2,1
49,854,2,0
49,97,1,0
49,79,1,6
49,434,10,6
49,702,2,6
49,453,0,1
49,366,1,0
49,71,1,0
49,245,1,0
49,653,2,0
49,510,2,0
49,159,0,4
49,751,4,0
49,939,32,0
49,660,0,20
49,253,2,0
49,353,0,6
49,413,2,0
49,99,6,0
49,440,2,0
49,464,2,0
49,889,2,0
49,424,0,2
49,162,2,0
49,47,0,1
49,77,1,0
49,880,1,0
49,15,2,6
49,261,2,0
49,275,2,0
49,295,2,0
49,628,2,0
49,110,2,0
49,867,2,0
49,160,2,0
49,270,0,4
49,119,2,0
49,959,2,0
49,650,0,2
49,793,2,0
50,702,0,9
50,477,5,1
50,886,1,6
50,489,4,5
50,79,0,7
50,487,1,0
50,634,2,0
50,656,1,0
50,650,0,2
50,793,2,0
50,15,0,24
50,165,6,4
50,99,22,0
50,504,0,2
50,836,3,0
50,434,3,2
50,164,6,0
50,660,0,12
50,270,4,2
50,253,4,0
50,889,4,0
50,353,0,12
50,440,4,0
50,413,4,0
50,198,2,0
50,118,2,0
50,637,1,0
50,261,1,0
50,193,0,6
50,162,2,0
50,488,2,0
50,232,2,0
50,59,1,0
50,725,3,0
50,923,0,10
50,939,10,0
50,159,2,6
50,867,6,2
50,77,0,22
50,921,20,0
50,502,2,0
50,615,2,0
51,99,4,2
51,15,2,2
51,77,0,43
51,921,38,0
51,164,1,5
51,198,2,4
51,487,4,0
51,634,6,12
51,889,2,3
51,867,0,6
51,461,4,0
51,504,1,2
51,836,4,3
51,489,2,3
51,71,2,0
51,886,2,15
51,478,3,0
51,656,1,0
51,959,1,0
51,854,1,0
51,859,1,0
51,702,1,0
51,477,1,0
51,59,1,0
51,677,5,0
51,447,2,0
51,720,5,0
51,339,1,0
51,923,0,27
51,939,22,0
51,763,5,0
51,441,1,0
51,434,1,0
51,79,2,0
51,261,2,0
51,637,2,0
51,706,1,0
51,343,1,0
51,725,2,0
51,660,0,14
51,165,2,0
51,628,2,0
51,582,1,0
51,270,0,2
51,119,2,0
52,923,2,39
52,763,17,4
52,496,0,1
52,634,5,4
52,702,0,7
52,59,1,0
52,159,0,6
52,867,5,10
52,15,13,14
52,99,12,8
52,489,10,4
52,464,2,0
52,205,1,0
52,510,2,0
52,420,2,0
52,250,2,0
52,77,0,2
52,725,2,0
52,71,2,1
52,886,2,17
52,434,5,2
52,164,4,15
52,939,16,0
52,453,2,0
52,198,6,0
52,809,2,0
52,165,2,7
52,447,2,0
52,656,1,0
52,836,2,3
52,339,3,0
52,504,2,0
52,880,3,0
52,466,1,0
52,487,5,5
52,261,2,0
52,79,2,0
52,502,1,0
52,245,1,0
52,477,3,0
52,343,2,0
52,720,1,0
52,461,2,0
52,660,0,1
52,270,1,1
52,118,1,0
52,603,0,2
52,889,1,0
53,923,10,21
53,939,12,2
53,763,1,0
53,634,4,3
53,441,2,0
53,702,4,10
53,489,10,8
53,164,9,17
53,434,7,2
53,165,2,16
53,502,8,0
53,921,14,3
53,77,5,12
53,198,8,0
53,660,2,2
53,744,2,0
53,886,6,31
53,71,5,0
53,637,8,4
53,159,1,15
53,461,7,0
53,464,3,2
53,15,4,4
53,99,8,0
53,867,4,7
53,246,2,0
53,118,2,0
53,809,6,0
53,79,4,20
53,487,7,0
53,117,6,0
53,339,2,0
53,836,8,0
53,261,4,0
53,343,2,0
53,720,2,6
53,615,4,0
53,119,1,14
53,253,2,0
53,270,2,0
53,59,4,2
53,751,2,2
53,859,4,0
53,38,2,2
53,706,2,0
53,252,2,12
53,854,5,0
53,193,0,2
53,477,3,0
53,656,1,0
53,959,1,0
53,677,1,0
53,478,1,0
53,520,1,2
53,120,0,16
53,122,1,0
53,491,1,0
53,183,1,0
53,880,1,0
53,290,0,6
53,650,2,0
53,691,2,0
53,793,2,0
53,488,2,0
53,236,2,0
54,923,4,22
54,763,9,2
54,702,3,14
54,634,4,1
54,164,4,1
54,880,1,0
54,242,0,36
54,424,4,2
54,460,2,0
54,465,2,0
54,650,2,0
54,79,2,0
54,866,2,0
54,751,4,2
54,252,2,0
54,836,2,0
54,159,2,1
54,158,2,0
54,496,2,2
54,809,4,0
54,162,2,0
54,793,4,0
54,232,2,0
54,637,2,0
54,867,3,4
54,489,16,11
54,464,8,7
54,487,1,0
54,886,2,26
54,434,4,2
54,533,1,0
54,99,18,2
54,15,3,25
54,119,0,2
54,660,4,0
54,47,1,2
54,477,4,0
54,854,3,0
54,118,1,0
54,478,1,0
54,71,5,0
54,677,1,0
54,959,1,0
54,859,3,0
54,656,1,0
54,59,2,0
54,77,0,12
54,921,11,0
54,165,7,1
54,374,0,3
54,38,1,0
54,39,3,0
54,453,0,1
54,366,1,0
54,141,0,2
54,488,3,0
54,638,2,0
54,939,2,0
54,720,1,0
54,461,2,0
55,159,1,13
55,867,6,7
55,751,1,0
55,164,5,14
55,434,6,6
55,489,13,4
55,886,9,27
55,27,2,0
55,200,2,0
55,720,2,2
55,99,20,0
55,496,0,4
55,889,2,0
55,637,1,0
55,634,3,5
55,866,1,0
55,15,0,18
55,702,3,24
55,59,7,0
55,464,2,2
55,854,5,0
55,477,5,0
55,859,2,0
55,71,4,0
55,923,10,28
55,939,18,6
55,261,1,0
55,79,2,0
55,198,1,0
55,339,1,0
55,836,6,0
55,487,3,0
55,117,1,0
55,165,2,4
55,502,2,0
55,615,4,2
55,677,1,0
55,478,1,0
55,959,2,0
55,656,2,0
55,660,0,6
55,295,2,0
55,232,0,1
55,246,3,0
55,77,0,20
55,921,18,0
55,763,8,6
55,510,4,0
55,809,2,0
55,461,2,0
55,420,2,0
55,504,0,4
55,38,1,0
55,725,2,0
56,923,8,32
56,939,24,0
56,702,3,24
56,71,4,3
56,489,17,3
56,15,5,20
56,99,18,2
56,165,2,16
56,502,7,0
56,615,4,0
56,159,2,12
56,461,3,0
56,836,8,0
56,487,5,1
56,236,0,1
56,164,10,0
56,434,9,12
56,867,10,3
56,496,2,4
56,634,7,3
56,886,14,27
56,59,8,0
56,38,3,0
56,854,7,0
56,477,7,0
56,859,6,0
56,77,4,9
56,720,2,0
56,921,7,4
56,464,3,1
56,488,1,0
56,763,6,8
56,198,3,0
56,447,1,0
56,245,3,0
56,275,0,4
56,14,4,0
56,270,2,1
56,253,3,0
56,510,2,0
56,120,0,32
56,183,2,0
56,520,2,0
56,880,2,0
56,122,2,0
56,441,2,0
56,959,1,0
56,751,1,0
56,660,2,2
56,420,2,0
56,79,0,22
56,261,5,0
56,637,6,0
56,453,0,32
56,401,2,0
56,248,2,0
56,213,2,0
56,884,2,0
56,882,2,0
56,653,2,0
56,366,2,0
56,267,2,0
56,725,2,0
56,889,0,8
56,866,2,0
56,628,2,0
56,252,3,0
56,117,2,0
56,741,0,2
56,246,3,0
56,504,0,3
57,165,2,6
57,15,8,12
57,923,4,25
57,939,4,0
57,702,3,4
57,854,3,0
57,99,14,8
57,71,2,5
57,464,9,10
57,886,5,18
57,656,1,0
57,164,3,3
57,434,5,4
57,615,2,0
57,489,16,3
57,763,14,2
57,921,0,3
57,77,3,0
57,477,5,0
57,232,3,0
57,236,1,0
57,520,0,1
57,119,1,0
57,650,4,4
57,793,10,0
57,959,2,2
57,159,4,9
57,420,2,0
57,461,2,0
57,867,7,4
57,488,2,16
57,248,2,0
57,401,2,0
57,222,3,0
57,836,14,0
57,634,0,1
57,751,0,46
57,424,2,0
57,252,2,0
57,706,2,0
57,79,2,0
57,866,2,0
57,162,2,0
57,637,2,4
57,809,6,0
57,465,2,0
57,158,4,0
57,496,2,0
57,880,1,7
57,859,2,0
57,242,2,0
57,213,0,2
57,275,0,4
57,14,4,0
57,250,2,0
57,533,3,0
57,59,3,0
57,741,0,2
57,513,2,0
57,502,2,0
57,272,0,1
57,246,1,0
57,339,0,4
57,603,0,2
57,527,2,0
57,118,5,8
57,198,1,0
58,489,22,12
58,59,6,0
58,702,4,10
58,854,2,0
58,477,4,0
58,441,0,8
58,880,1,0
58,245,2,0
58,164,6,0
58,520,2,1
58,487,1,4
58,71,8,1
58,886,7,26
58,867,1,12
58,649,2,0
58,27,2,0
58,200,2,0
58,513,2,0
58,252,0,1
58,39,0,3
58,47,2,0
58,574,0,2
58,99,6,0
58,434,4,10
58,118,10,15
58,744,0,2
58,660,2,0
58,923,4,25
58,939,12,0
58,763,8,6
58,424,2,0
58,677,1,0
58,959,4,1
58,859,1,0
58,478,1,0
58,183,0,1
58,74,0,4
58,270,4,1
58,453,2,1
58,250,2,0
58,141,1,0
58,634,1,1
58,464,1,0
58,275,0,4
58,14,4,0
58,650,0,2
58,793,2,0
58,510,4,0
58,694,1,0
58,119,1,0
58,77,0,2
58,921,2,0
58,447,2,0
58,272,0,2
58,246,1,0
58,866,1,0
58,353,0,6
58,440,2,0
58,413,2,0
58,889,1,0
58,15,0,2
58,504,6,2
58,836,2,7
58,637,1,0
58,603,0,2
58,527,2,0
59,923,4,44
59,939,28,0
59,159,4,16
59,867,9,9
