bin_id,node_id,in_degree,out_degree,constraint,effective_size,homophily_ratio,temporal_betweenness,next_betweenness,next_constraint,target_a,target_b
158,1,4,0,0.8643472292033298,4.0,0.9867379652328222,0.0339265586368597,0.1012557203940909,0.4689453062332523,0,0
159,1,4,0,0.4689453062332523,4.0,0.7548131343580124,0.1012557203940909,0.3936452722788653,0.1082027285914813,0,0
160,1,12,1,0.1082027285914813,11.9,0.7325265919213517,0.3936452722788653,0.372257240032102,0.2809382154261619,0,0
0,3,0,4200,0.8864318931290315,-420.0,0.8162941881717674,0.1006784630555931,0.3717184908604375,0.8931657476358308,0,0
1,3,0,4840,0.8931657476358308,-484.0,0.9234706275922432,0.3717184908604375,0.4623081612412988,0.6682972380188752,0,0
95,3,10,0,0.6682972380188752,10.0,0.6479248749529256,0.4623081612412988,0.2288492553494473,0.8847204024635623,1,1
96,3,25,9,0.8847204024635623,24.1,0.7199308091740166,0.2288492553494473,0.0190423769006151,0.8955561373708153,1,0
97,3,13,0,0.8955561373708153,13.0,0.7315112728811606,0.0190423769006151,0.4398121873791153,0.5276259052785625,0,0
98,3,30,36,0.5276259052785625,26.4,0.7192586328956591,0.4398121873791153,0.1616912866940939,0.1827408070308229,1,0
99,3,29,11,0.1827408070308229,27.9,0.999855450015283,0.1616912866940939,0.2724595421287346,0.1801316789129493,0,0
100,3,19,4,0.1801316789129493,18.6,0.9266683002751428,0.2724595421287346,0.3570117070442016,0.1268928720414983,0,0
101,3,46,8,0.1268928720414983,45.2,0.613325964753583,0.3570117070442016,0.1072166221515406,0.0905142232669294,1,0
102,3,17,18,0.0905142232669294,15.2,0.8503231707541037,0.1072166221515406,0.058765669873228,0.0632606182931287,0,0
103,3,20,3,0.0632606182931287,19.7,0.5934393130086558,0.058765669873228,0.0235488430084233,0.7827801720096129,0,1
104,3,8,0,0.7827801720096129,8.0,0.6193072372741202,0.0235488430084233,0.0225443122155483,0.0272919583563997,0,0
105,3,56,0,0.0272919583563997,56.0,0.6451725331864862,0.0225443122155483,0.3845710751909656,0.9880464391297904,0,1
106,3,28,2,0.9880464391297904,27.8,0.969536858381878,0.3845710751909656,0.2688566179679543,0.1886152683095759,1,0
107,3,53,2,0.1886152683095759,52.8,0.9740230737513236,0.2688566179679543,0.4594104858408256,0.9040044174520888,0,1
108,3,58,1,0.9040044174520888,57.9,0.687692472891601,0.4594104858408256,0.2887515517290412,0.1267466114535018,1,0
109,3,45,1,0.1267466114535018,44.9,0.7323699974557587,0.2887515517290412,0.3197603905470568,0.4465495802598023,0,1
110,3,58,0,0.4465495802598023,58.0,0.7745288858095043,0.3197603905470568,0.2840308913367072,0.270014732945561,0,0
111,3,56,30,0.270014732945561,53.0,0.6709387863754168,0.2840308913367072,0.4931588785545542,0.8560763141431401,0,1
112,3,51,0,0.8560763141431401,51.0,0.8661093244075172,0.4931588785545542,0.2615047414036355,0.9036373358922432,1,0
113,3,61,22,0.9036373358922432,58.8,0.929301485486008,0.2615047414036355,0.1482525644724386,0.4257366495877858,1,0
114,3,66,44,0.4257366495877858,61.6,0.6442972660254982,0.1482525644724386,0.4221318248138386,0.0755852884975966,0,0
115,3,115,46,0.0755852884975966,110.4,0.7778002933039753,0.4221318248138386,0.2283041411502982,0.4608297434527885,1,1
116,3,42,15,0.4608297434527885,40.5,0.6774373685042789,0.2283041411502982,0.4034987293390997,0.9005560242643414,0,1
117,3,75,23,0.9005560242643414,72.7,0.9333635507508088,0.4034987293390997,0.1433133641513911,0.7602035748975313,1,0
118,3,30,21,0.7602035748975313,27.9,0.9045595143497682,0.1433133641513911,0.2920458741139364,0.9843145524098386,0,1
119,3,23,0,0.9843145524098386,23.0,0.7928269540013138,0.2920458741139364,0.3521940705821186,0.0081198752097698,0,0
120,3,40,160,0.0081198752097698,24.0,0.9060094622536023,0.3521940705821186,0.3683205638793986,0.8223605390291431,0,1
121,3,44,3,0.8223605390291431,43.7,0.6192491505639315,0.3683205638793986,0.1755307099819179,0.6442073568278924,1,0
122,3,26,6,0.6442073568278924,25.4,0.7352525333987897,0.1755307099819179,0.1282879567855772,0.0254378892569795,0,0
123,3,50,8,0.0254378892569795,49.2,0.9062067844947768,0.1282879567855772,0.2243700988547006,0.2698389751327726,0,1
124,3,34,16,0.2698389751327726,32.4,0.5228723773864627,0.2243700988547006,0.1579632870673378,0.0187154796889342,0,0
125,3,30,16,0.0187154796889342,28.4,0.5812582742407211,0.1579632870673378,0.1988725140200726,0.3631263025587231,0,1
126,3,29,75,0.3631263025587231,21.5,0.6539109210259163,0.1988725140200726,0.1232154506192387,0.7627875422932369,0,1
127,3,12,51,0.7627875422932369,6.9,0.9412745835883848,0.1232154506192387,0.280406765120301,0.2914396544242399,0,0
128,3,60,129,0.2914396544242399,47.1,0.9273774333334251,0.280406765120301,0.3012310003214514,0.5027828745618568,0,1
129,3,18,43,0.5027828745618568,13.7,0.7917990154682089,0.3012310003214514,0.410626316852978,0.7752242666727259,0,1
130,3,25,84,0.7752242666727259,16.6,0.8041148313608973,0.410626316852978,0.2397792872819589,0.6104369969085403,1,0
131,3,51,64,0.6104369969085403,44.6,0.7189816318358315,0.2397792872819589,0.037481828720175,0.2694771729667123,1,0
132,3,32,32,0.2694771729667123,28.8,0.8487601789016741,0.037481828720175,0.3327153949688335,0.728995626412361,0,1
133,3,37,53,0.728995626412361,31.7,0.8117440688975152,0.3327153949688335,0.3487132768473717,0.8149136388426325,0,0
134,3,14,36,0.8149136388426325,10.4,0.9523761335656578,0.3487132768473717,0.3440098128380994,0.198687970859764,0,0
135,3,13,20,0.198687970859764,11.0,0.5802421111566982,0.3440098128380994,0.4151426962968286,0.4269440096225511,0,1
136,3,9,0,0.4269440096225511,9.0,0.569545893361372,0.4151426962968286,0.2058036594786553,0.7200136868960233,1,1
137,3,11,0,0.7200136868960233,11.0,0.9816482695672052,0.2058036594786553,0.3750934053490384,0.7632513507365295,0,0
138,3,20,17,0.7632513507365295,18.3,0.879045828314791,0.3750934053490384,0.4685418710924482,0.8155008610036877,0,0
139,3,14,25,0.8155008610036877,11.5,0.7421380379321598,0.4685418710924482,0.0953749976722569,0.1113923682559553,1,0
140,3,15,35,0.1113923682559553,11.5,0.7949684620347457,0.0953749976722569,0.1002550433948502,0.1937525269335038,0,0
141,3,25,30,0.1937525269335038,22.0,0.6782068295421699,0.1002550433948502,0.1135746684119953,0.7477337996022719,0,1
142,3,18,36,0.7477337996022719,14.4,0.5326793388950771,0.1135746684119953,0.3901736259556662,0.5430866558357604,0,0
143,3,23,56,0.5430866558357604,17.4,0.9481548590060208,0.3901736259556662,0.1650555518904461,0.5997284061857702,1,0
144,3,10,5,0.5997284061857702,9.5,0.6258000509955304,0.1650555518904461,0.4715671867328108,0.477968821806622,0,0
145,3,23,14,0.477968821806622,21.6,0.7432498298823513,0.4715671867328108,0.235933514677002,0.8785435244326522,1,1
146,3,23,23,0.8785435244326522,20.7,0.5993447120591948,0.235933514677002,0.1693238561042112,0.3454921257217725,0,0
147,3,14,10,0.3454921257217725,13.0,0.5401965704038714,0.1693238561042112,0.2155374624715946,0.2182583315932537,0,0
148,3,18,26,0.2182583315932537,15.4,0.8121123460583468,0.2155374624715946,0.1407473751186261,0.2387345528364025,0,0
149,3,23,24,0.2387345528364025,20.6,0.8125857543728563,0.1407473751186261,0.1992712567351675,0.5349043175774342,0,1
150,3,8,28,0.5349043175774342,5.199999999999999,0.662853411335189,0.1992712567351675,0.4383318791802816,0.234349469157776,0,0
151,3,14,8,0.234349469157776,13.2,0.8438798757389961,0.4383318791802816,0.236868776273789,0.3541489909424693,1,0
152,3,7,8,0.3541489909424693,6.2,0.5752901946940303,0.236868776273789,0.1072841091760775,0.0492763638716801,1,0
153,3,2,51,0.0492763638716801,-3.1000000000000005,0.7804812949135187,0.1072841091760775,0.2604368704710345,0.4438163521156113,0,1
154,3,4,43,0.4438163521156113,-0.2999999999999998,0.7510166344579793,0.2604368704710345,0.2850311262310597,0.5177626260319053,0,0
155,3,3,0,0.5177626260319053,3.0,0.777982655172782,0.2850311262310597,0.1463627798309059,0.0700575514102941,1,0
156,3,3,18,0.0700575514102941,1.2,0.739069744273223,0.1463627798309059,0.2768080132583476,0.9860211232753222,0,1
157,3,0,2,0.9860211232753222,-0.2,0.5109554390166664,0.2768080132583476,0.1849840694088828,0.3018989624539577,0,0
158,3,0,2,0.3018989624539577,-0.2,0.9717127063418582,0.1849840694088828,0.0741417296504167,0.5899484256809298,1,1
159,3,5,18,0.5899484256809298,3.2,0.5651302031240437,0.0741417296504167,0.1574489782563237,0.1566214202504577,0,0
160,3,7,42,0.1566214202504577,2.8,0.5457336890314681,0.1574489782563237,0.4326643135733378,0.7376599092363999,0,1
0,14,0,3780,0.1994891261074733,-378.0,0.9227902053421428,0.3085350844691068,0.4658197945280224,0.4736478338197191,0,1
1,14,0,3800,0.4736478338197191,-380.0,0.6466459262082347,0.4658197945280224,0.3869650509289863,0.8351778722954997,0,1
56,14,4,0,0.8351778722954997,4.0,0.6252567517058336,0.3869650509289863,0.2667843837188345,0.1680089143848917,1,0
57,14,4,0,0.1680089143848917,4.0,0.7136600719722824,0.2667843837188345,0.0048922486627088,0.5962080627981815,1,1
58,14,4,0,0.5962080627981815,4.0,0.6427199176793785,0.0048922486627088,0.2276188035893802,0.6444372397520126,0,0
59,14,4,0,0.6444372397520126,4.0,0.7916655863905837,0.2276188035893802,0.4734878621639352,0.5335437245392336,0,0
61,14,2,0,0.5335437245392336,2.0,0.5294570410969863,0.4734878621639352,0.0664594606921212,0.887650285285321,1,1
64,14,6,0,0.887650285285321,6.0,0.8479918340384414,0.0664594606921212,0.3140489743273607,0.5103884481798912,0,0
65,14,6,0,0.5103884481798912,6.0,0.7526779564365502,0.3140489743273607,0.230822005793385,0.6340427475160921,0,0
66,14,9,0,0.6340427475160921,9.0,0.8369277442897916,0.230822005793385,0.3132908838503089,0.0460993108949983,0,0
67,14,9,0,0.0460993108949983,9.0,0.7434563730636466,0.3132908838503089,0.2603006039190528,0.6718917248153566,0,1
68,14,6,0,0.6718917248153566,6.0,0.9208595162025082,0.2603006039190528,0.0007823728544981,0.2890783895406046,1,0
69,14,4,0,0.2890783895406046,4.0,0.6653629221024864,0.0007823728544981,0.3334935863665732,0.2266797914222161,0,0
70,14,7,0,0.2266797914222161,7.0,0.6615323001722495,0.3334935863665732,0.4813664869807728,0.1184366571968935,0,0
71,14,5,0,0.1184366571968935,5.0,0.9603455270473098,0.4813664869807728,0.1994879443330445,0.8527500313662336,1,1
72,14,2,0,0.8527500313662336,2.0,0.700323081411353,0.1994879443330445,0.1046686502004005,0.0613933073031131,0,0
73,14,4,0,0.0613933073031131,4.0,0.7845724251665791,0.1046686502004005,0.0781364335944367,0.0930512193693431,0,0
74,14,1,0,0.0930512193693431,1.0,0.5260112525888148,0.0781364335944367,0.4028697788470855,0.7350682824393777,0,1
75,14,2,0,0.7350682824393777,2.0,0.8026722478229977,0.4028697788470855,0.3316797894620465,0.7345068909460387,0,0
77,14,4,0,0.7345068909460387,4.0,0.7904218840123278,0.3316797894620465,0.0881921286165773,0.8427790280376006,1,0
78,14,6,0,0.8427790280376006,6.0,0.9037784324564851,0.0881921286165773,0.3956380569791188,0.9408685518463864,0,0
79,14,2,0,0.9408685518463864,2.0,0.6897563887657241,0.3956380569791188,0.3268617877095015,0.4636775594304267,0,0
80,14,2,0,0.4636775594304267,2.0,0.6982608339726445,0.3268617877095015,0.2302275012064259,0.2230445861704952,0,0
81,14,3,0,0.2230445861704952,3.0,0.591143483488514,0.2302275012064259,0.0798446600589244,0.5072680810288129,1,1
82,14,6,0,0.5072680810288129,6.0,0.5357599705560171,0.0798446600589244,0.1756430919570913,0.6410376572748724,0,0
83,14,5,0,0.6410376572748724,5.0,0.5106481981452999,0.1756430919570913,0.1073711875778712,0.2959241501400943,0,0
84,14,7,0,0.2959241501400943,7.0,0.7984691514243867,0.1073711875778712,0.380904065205953,0.8016591750326266,0,1
85,14,6,0,0.8016591750326266,6.0,0.7168896943328411,0.380904065205953,0.1482051395249416,0.1780791544175368,1,0
86,14,1,0,0.1780791544175368,1.0,0.6179308016095861,0.1482051395249416,0.2191325145073531,0.4030067981911336,0,1
87,14,2,0,0.4030067981911336,2.0,0.8943733991596017,0.2191325145073531,0.1109396157665999,0.0639497563630793,1,0
88,14,3,0,0.0639497563630793,3.0,0.7994911563493872,0.1109396157665999,0.1445334160400506,0.0136770682961402,0,0
90,14,2,0,0.0136770682961402,2.0,0.72204746833918,0.1445334160400506,0.4046914095535053,0.4902945119451329,0,1
91,14,2,0,0.4902945119451329,2.0,0.8652059136267127,0.4046914095535053,0.0895412097800029,0.3098389673702897,1,0
92,14,6,0,0.3098389673702897,6.0,0.9932307905244832,0.0895412097800029,0.0489266936116268,0.0831441320094134,0,0
93,14,8,0,0.0831441320094134,8.0,0.7355997802301752,0.0489266936116268,0.100075821428255,0.721669778653181,0,1
94,14,11,0,0.721669778653181,11.0,0.5689426855620505,0.100075821428255,0.0581111332786948,0.9457141323831286,0,1
95,14,9,0,0.9457141323831286,9.0,0.8540293647835708,0.0581111332786948,0.2066115497436664,0.0257080144484864,0,0
96,14,8,0,0.0257080144484864,8.0,0.5986215047221871,0.2066115497436664,0.4695252866493796,0.4895084487822946,0,1
97,14,11,0,0.4895084487822946,11.0,0.5624743295226833,0.4695252866493796,0.2045252311174046,0.6217323040736054,1,0
98,14,2,0,0.6217323040736054,2.0,0.6348375321002432,0.2045252311174046,0.1081818309478642,0.6306918508097262,0,0
99,14,10,0,0.6306918508097262,10.0,0.6724443225896948,0.1081818309478642,0.2598404068978657,0.0574033958180494,0,0
100,14,12,0,0.0574033958180494,12.0,0.7761573664412937,0.2598404068978657,0.4945723874327745,0.6493677263849923,0,1
101,14,16,0,0.6493677263849923,16.0,0.6026899293184678,0.4945723874327745,0.3138123396404568,0.0780590183049007,1,0
102,14,1,0,0.0780590183049007,1.0,0.5164990378786126,0.3138123396404568,0.4192529013248358,0.8043665549557203,0,1
104,14,8,0,0.8043665549557203,8.0,0.6295191464945913,0.4192529013248358,0.156033974133963,0.0609075402989113,1,0
106,14,9,0,0.0609075402989113,9.0,0.9532280680637868,0.156033974133963,0.3696457965462167,0.4438694145327901,0,1
107,14,1,0,0.4438694145327901,1.0,0.5308137038281302,0.3696457965462167,0.2345944633129844,0.2825199361375553,1,0
108,14,4,0,0.2825199361375553,4.0,0.7299708067239958,0.2345944633129844,0.3744037428802974,0.2407656005780625,0,0
109,14,12,0,0.2407656005780625,12.0,0.5029802617257967,0.3744037428802974,0.1091453019718307,0.3244984369437323,1,0
110,14,4,0,0.3244984369437323,4.0,0.9019836540385966,0.1091453019718307,0.3061935614743949,0.0808837977871961,0,0
111,14,11,0,0.0808837977871961,11.0,0.6614287982621907,0.3061935614743949,0.3415898006625342,0.2960509263723119,0,1
112,14,2,0,0.2960509263723119,2.0,0.9558526764769136,0.3415898006625342,0.3209025356331066,0.1826485041947502,0,0
113,14,7,0,0.1826485041947502,7.0,0.5330706237456588,0.3209025356331066,0.2763238868885253,0.109639238575115,0,0
114,14,4,0,0.109639238575115,4.0,0.6171920710689929,0.2763238868885253,0.1132132746116162,0.4814636261207133,1,1
115,14,1,0,0.4814636261207133,1.0,0.9297537494538304,0.1132132746116162,0.4067998149413945,0.3549362136537247,0,0
116,14,2,0,0.3549362136537247,2.0,0.8651971821973905,0.4067998149413945,0.0988268370222437,0.4561075569704006,1,0
117,14,2,0,0.4561075569704006,2.0,0.6880066453610605,0.0988268370222437,0.0933105718791183,0.2781530147305834,0,0
118,14,4,0,0.2781530147305834,4.0,0.8305213221740562,0.0933105718791183,0.4515323573724801,0.3969480781700605,0,0
119,14,8,2,0.3969480781700605,7.8,0.6919778414677606,0.4515323573724801,0.1995877515559901,0.748121596564918,1,1
120,14,9,2,0.748121596564918,8.8,0.8289260003496342,0.1995877515559901,0.0569384175339168,0.5009417113053126,1,0
121,14,6,3,0.5009417113053126,5.7,0.6581452924457087,0.0569384175339168,0.1686761129985706,0.8934967146183824,0,1
122,14,10,0,0.8934967146183824,10.0,0.7845730083644051,0.1686761129985706,0.0765888139164451,0.7971947410848393,0,0
123,14,13,0,0.7971947410848393,13.0,0.7783851396904459,0.0765888139164451,0.4686385927662827,0.7740129557924277,0,0
124,14,7,6,0.7740129557924277,6.4,0.8143855509681637,0.4686385927662827,0.0597387391565749,0.9971583617792892,1,1
125,14,11,4,0.9971583617792892,10.6,0.921717958125637,0.0597387391565749,0.2776294506947021,0.5071280612183168,0,0
126,14,6,4,0.5071280612183168,5.6,0.8865700853350751,0.2776294506947021,0.0926463361644788,0.4895855765581364,1,0
131,14,1,0,0.4895855765581364,1.0,0.7946340276857011,0.0926463361644788,0.2610467062858935,0.928918307259751,0,1
138,14,1,0,0.928918307259751,1.0,0.8895843634613978,0.2610467062858935,0.3159015828697674,0.8001588438443453,0,0
139,14,1,0,0.8001588438443453,1.0,0.759312768305431,0.3159015828697674,0.2946693097655148,0.574852480281171,0,0
141,14,1,0,0.574852480281171,1.0,0.800857335410111,0.2946693097655148,0.1627330479492139,0.5553724897955484,1,0
142,14,1,0,0.5553724897955484,1.0,0.5652528842688225,0.1627330479492139,0.0396343699935272,0.1412130692585058,1,0
143,14,3,29,0.1412130692585058,0.0999999999999996,0.9751846676670168,0.0396343699935272,0.1912609612825373,0.8553578479343907,0,1
144,14,3,18,0.8553578479343907,1.2,0.990752575284594,0.1912609612825373,0.4812903880604877,0.1116902121755017,0,0
145,14,4,33,0.1116902121755017,0.6999999999999997,0.8383792694640827,0.4812903880604877,0.4982686995161912,0.4515115253806691,0,1
146,14,8,30,0.4515115253806691,5.0,0.7575430361998057,0.4982686995161912,0.11477561063037,0.2134402645184716,1,0
147,14,6,30,0.2134402645184716,3.0,0.8376453879930547,0.11477561063037,0.1449755406461125,0.2766701604274333,0,0
148,14,3,18,0.2766701604274333,1.2,0.762566150388337,0.1449755406461125,0.1810751263226309,0.9614922660733556,0,1
149,14,9,29,0.9614922660733556,6.1,0.5401789476011197,0.1810751263226309,0.2127226766315613,0.6053247995599857,0,0
150,14,5,0,0.6053247995599857,5.0,0.9560324726741778,0.2127226766315613,0.0716808006119474,0.4506446986322039,1,0
0,15,0,7300,0.5481001634030732,-730.0,0.9554758403660504,0.2280609544651605,0.2286580764354484,0.6144832261821226,0,0
1,15,20,6780,0.6144832261821226,-658.0,0.995864319746938,0.2286580764354484,0.4033560554975909,0.6769043788002358,0,0
49,15,2,6,0.6769043788002358,1.4,0.6544634891523308,0.4033560554975909,0.0884198121919498,0.5134406300422221,1,0
50,15,0,24,0.5134406300422221,-2.4000000000000004,0.8645573710067025,0.0884198121919498,0.4822643437669847,0.671753412663878,0,0
51,15,2,2,0.671753412663878,1.8,0.7068292269323071,0.4822643437669847,0.2639332557276309,0.4674046712917387,1,0
52,15,13,14,0.4674046712917387,11.6,0.6238639359163951,0.2639332557276309,0.4126809058945389,0.4068597590006325,0,0
53,15,4,4,0.4068597590006325,3.6,0.8719484071820827,0.4126809058945389,0.1363848234736567,0.5379654351672308,1,0
54,15,3,25,0.5379654351672308,0.5,0.8279982597320749,0.1363848234736567,0.4099693837642812,0.7450967666575984,0,1
55,15,0,18,0.7450967666575984,-1.8,0.7037849710602342,0.4099693837642812,0.1109324876061274,0.4742791955041316,1,0
56,15,5,20,0.4742791955041316,3.0,0.819451064082527,0.1109324876061274,0.4143817892105008,0.2352041319221889,0,0
57,15,8,12,0.2352041319221889,6.8,0.7428440754618523,0.4143817892105008,0.0945669989793409,0.0329589780749202,1,0
58,15,0,2,0.0329589780749202,-0.2,0.660837807483067,0.0945669989793409,0.2721264751022347,0.4554269535133832,0,1
59,15,4,18,0.4554269535133832,2.2,0.6186297007258725,0.2721264751022347,0.4988824134276815,0.6611787991261628,0,1
60,15,4,2,0.6611787991261628,3.8,0.6772628072109076,0.4988824134276815,0.4077548131485057,0.5728719297469448,0,0
62,15,0,6,0.5728719297469448,-0.6000000000000001,0.9284917971868432,0.4077548131485057,0.1889080932645086,0.3110405594318112,1,0
63,15,2,8,0.3110405594318112,1.2,0.6654978405416287,0.1889080932645086,0.2063111183856252,0.0143470922337698,0,0
64,15,0,4,0.0143470922337698,-0.4,0.8311600658126499,0.2063111183856252,0.2299758481540506,0.161197000616508,0,0
65,15,6,4,0.161197000616508,5.6,0.9149212351254808,0.2299758481540506,0.2927917592575588,0.3134622735228702,0,0
66,15,0,2,0.3134622735228702,-0.2,0.5273923784139876,0.2927917592575588,0.2354110568379554,0.6662578610819401,0,1
67,15,0,12,0.6662578610819401,-1.2000000000000002,0.7326480121776227,0.2354110568379554,0.4356774881751639,0.0242580612465727,0,0
68,15,4,0,0.0242580612465727,4.0,0.8896426780399875,0.4356774881751639,0.319536982055823,0.3996994102768763,1,1
69,15,2,2,0.3996994102768763,1.8,0.8842525603512954,0.319536982055823,0.226554724063742,0.3582782213422522,0,0
71,15,0,10,0.3582782213422522,-1.0,0.7481235597536438,0.226554724063742,0.1375887935041124,0.2886903564130368,0,0
72,15,10,26,0.2886903564130368,7.4,0.8251548366284513,0.1375887935041124,0.2879774093304315,0.1334255480361993,0,0
73,15,12,32,0.1334255480361993,8.8,0.8864216250698661,0.2879774093304315,0.2250693695787532,0.338781040461458,0,1
74,15,22,54,0.338781040461458,16.6,0.577911685848087,0.2250693695787532,0.4767817569880495,0.7830139054510662,0,1
75,15,8,44,0.7830139054510662,3.6,0.5852910059783145,0.4767817569880495,0.0410485422409215,0.9113769504847344,1,0
76,15,14,38,0.9113769504847344,10.2,0.5100171091840862,0.0410485422409215,0.0374828856468408,0.0870938704615419,0,0
77,15,18,6,0.0870938704615419,17.4,0.6561203803052206,0.0374828856468408,0.2221670807254545,0.0191794277578373,0,0
78,15,12,0,0.0191794277578373,12.0,0.972965692120758,0.2221670807254545,0.1542191671171119,0.5240956141314358,0,1
79,15,12,2,0.5240956141314358,11.8,0.9258470193251968,0.1542191671171119,0.2345555984900829,0.2647555621144105,0,0
80,15,19,2,0.2647555621144105,18.8,0.6988280166541214,0.2345555984900829,0.2225350231708226,0.3174580940262574,0,0
81,15,24,3,0.3174580940262574,23.7,0.9079519796294092,0.2225350231708226,0.4934304224850456,0.1926539582769442,0,0
82,15,20,0,0.1926539582769442,20.0,0.8793133743500307,0.4934304224850456,0.0397727456727961,0.9707330276812198,1,1
83,15,30,2,0.9707330276812198,29.8,0.5775656092621875,0.0397727456727961,0.3888486453715504,0.2886974643672708,0,0
84,15,15,0,0.2886974643672708,15.0,0.507020293265104,0.3888486453715504,0.0413887256196057,0.9759192381379266,1,1
85,15,18,2,0.9759192381379266,17.8,0.7934747304929628,0.0413887256196057,0.1907906948154202,0.473060520337239,0,0
86,15,18,7,0.473060520337239,17.3,0.7649594946871798,0.1907906948154202,0.3724935119833125,0.4393490950150819,0,0
87,15,12,2,0.4393490950150819,11.8,0.7390841630197217,0.3724935119833125,0.2390004869263798,0.667092772389082,1,1
88,15,22,0,0.667092772389082,22.0,0.7178740357925802,0.2390004869263798,0.0572056890021939,0.2258791084068728,1,0
89,15,24,4,0.2258791084068728,23.6,0.7145380664917913,0.0572056890021939,0.4657896266938093,0.0110524375893457,0,0
90,15,12,2,0.0110524375893457,11.8,0.9575922661562738,0.4657896266938093,0.1710591782771479,0.9911237957929592,1,1
91,15,20,6,0.9911237957929592,19.4,0.9007505973031786,0.1710591782771479,0.3412995882372184,0.2424245965728645,0,0
92,15,16,2,0.2424245965728645,15.8,0.952995304146124,0.3412995882372184,0.1992214305272502,0.3959699259330743,1,0
93,15,3,7,0.3959699259330743,2.3,0.9175744294416432,0.1992214305272502,0.0160144375096865,0.967655613085374,1,1
94,15,9,2,0.967655613085374,8.8,0.9905243604380416,0.0160144375096865,0.2358091436877138,0.1810860684371485,0,0
0,18,0,3000,0.0633271802128525,-300.0,0.8180689796906927,0.3464324325690013,0.1977552264053391,0.0936732098614395,1,0
1,18,1260,18600,0.0936732098614395,-600.0,0.7083802471122274,0.1977552264053391,0.1221423152950373,0.8388134002984519,0,1
66,18,2,0,0.8388134002984519,2.0,0.6392258868721674,0.1221423152950373,0.4010374658046486,0.2205013389380355,0,0
