timestamp,i,j,duration,time_norm
31040,3,1492,20,2200
31040,215,574,20,2200
31060,242,1414,20,2220
31060,15,372,20,2220
31060,164,487,20,2220
31060,215,220,20,2220
31060,215,977,20,2220
31060,77,242,20,2220
31060,295,425,20,2220
31100,164,574,20,2260
31100,20,977,20,2260
31100,164,1492,20,2260
31120,97,491,20,2280
31120,20,491,20,2280
31120,89,461,20,2280
31120,74,441,20,2280
31120,574,1204,20,2280
31120,74,97,20,2280
31120,3,122,20,2280
31140,295,447,20,2300
31160,55,215,20,2320
31160,77,977,20,2320
31160,491,985,20,2320
31160,117,1260,20,2320
31160,117,441,20,2320
31160,55,117,20,2320
31180,122,147,20,2340
31180,440,1260,20,2340
31180,763,884,20,2340
31180,378,751,20,2340
31180,751,1245,20,2340
31180,20,387,20,2340
31180,20,1414,20,2340
31180,55,1260,20,2340
31200,649,1245,20,2360
31200,3,117,20,2360
31200,649,1090,20,2360
31200,3,461,20,2360
31200,440,461,20,2360
31200,1204,1245,20,2360
31200,3,649,20,2360
31200,426,649,20,2360
31200,432,1090,20,2360
31200,432,461,20,2360
31200,378,720,20,2360
31200,985,1204,20,2360
31200,122,1323,20,2360
31200,122,164,20,2360
31220,378,432,20,2380
31220,158,1090,20,2380
31220,215,1245,20,2380
31220,649,1090,20,2380
31220,1204,1414,20,2380
31220,720,751,20,2380
31220,387,720,20,2380
31220,426,1260,20,2380
31220,491,1204,20,2380
31220,158,1260,20,2380
31220,20,77,20,2380
31220,158,242,20,2380
31220,20,649,20,2380
31220,649,1260,20,2380
31220,487,649,20,2380
31220,77,215,20,2380
31220,751,1204,20,2380
31240,20,985,20,2400
31240,378,1090,20,2400
31240,117,429,20,2400
31240,20,1492,20,2400
31240,20,1204,20,2400
31240,429,441,20,2400
31240,89,1260,20,2400
31240,378,751,20,2400
31240,97,429,20,2400
31240,74,985,20,2400
31240,215,741,20,2400
31240,55,741,20,2400
31240,117,720,20,2400
31240,440,741,20,2400
31240,20,426,20,2400
31240,741,1260,20,2400
31240,220,720,20,2400
31240,77,215,20,2400
31260,164,440,20,2420
31260,628,763,20,2420
31260,461,487,20,2420
31260,461,1260,20,2420
31260,432,487,20,2420
31280,160,165,20,2440
31280,1090,1245,20,2440
31280,162,372,20,2440
31280,159,261,20,2440
31280,461,1090,20,2440
31280,89,440,20,2440
31300,3,158,20,2460
31300,649,1209,20,2460
31300,164,242,20,2460
31300,77,158,20,2460
31300,3,1245,20,2460
31300,429,441,20,2460
31300,77,97,20,2460
31300,440,1090,20,2460
31300,441,487,20,2460
31300,432,751,20,2460
31300,261,491,20,2460
31300,3,649,20,2460
31300,3,1414,20,2460
31300,220,487,20,2460
31300,20,164,20,2460
31300,158,751,20,2460
31300,242,574,20,2460
31300,487,574,20,2460
31300,574,751,20,2460
31320,77,574,20,2480
31320,574,1209,20,2480
31320,434,1204,20,2480
31320,461,1090,20,2480
31320,34,763,20,2480
31320,215,378,20,2480
31320,1204,1414,20,2480
31320,77,649,20,2480
31320,215,1414,20,2480
31320,461,751,20,2480
31320,220,461,20,2480
31320,122,461,20,2480
31320,220,487,20,2480
31320,165,447,20,2480
31320,432,487,20,2480
31320,89,487,20,2480
31320,3,487,20,2480
31320,77,378,20,2480
31340,628,763,20,2500
31340,71,387,20,2500
31340,232,272,20,2500
31340,80,894,20,2500
31340,74,985,20,2500
31360,122,426,20,2520
31380,220,432,20,2540
31380,122,147,20,2540
31380,20,1209,20,2540
31380,162,372,20,2540
31380,55,122,20,2540
31380,215,487,20,2540
31380,158,574,20,2540
31380,574,1414,20,2540
31380,220,574,20,2540
31380,429,1204,20,2540
31380,20,74,20,2540
31380,432,487,20,2540
31380,20,426,20,2540
31380,122,487,20,2540
31380,55,977,20,2540
31380,3,977,20,2540
31380,97,122,20,2540
31400,117,649,20,2560
31400,89,429,20,2560
31400,3,429,20,2560
31400,162,372,20,2560
31400,441,1323,20,2560
31400,432,1414,20,2560
31400,89,985,20,2560
31400,20,117,20,2560
31420,215,461,20,2580
31420,77,242,20,2580
31420,27,165,20,2580
31420,162,372,20,2580
31420,80,894,20,2580
31440,290,432,20,2600
31440,160,165,20,2600
31440,89,122,20,2600
31440,160,628,20,2600
31440,432,1414,20,2600
31440,147,441,20,2600
31440,165,447,20,2600
31440,164,1260,20,2600
31440,261,694,20,2600
31440,160,259,20,2600
31440,432,461,20,2600
31460,89,977,20,2620
31460,461,977,20,2620
31460,162,372,20,2620
31460,77,977,20,2620
31460,259,653,20,2620
31460,261,694,20,2620
31460,122,1245,20,2620
31480,160,884,20,2640
31480,425,763,20,2640
31480,261,694,20,2640
31480,122,1260,20,2640
31500,425,447,20,2660
31500,261,694,20,2660
31520,27,99,20,2680
31520,147,461,20,2680
31520,425,447,20,2680
31520,3,985,20,2680
31520,653,677,20,2680
31520,261,694,20,2680
31540,20,985,20,2700
31540,628,763,20,2700
31540,425,763,20,2700
31540,261,694,20,2700
31540,80,894,20,2700
31560,89,147,20,2720
31560,261,694,20,2720
31560,147,1245,20,2720
31560,432,1090,20,2720
31580,117,441,20,2740
31580,295,447,20,2740
31580,27,295,20,2740
31580,27,165,20,2740
31580,165,447,20,2740
31580,97,1414,20,2740
31580,261,694,20,2740
31580,677,970,20,2740
31600,20,985,20,2760
31600,77,122,20,2760
31600,261,694,20,2760
31600,164,461,20,2760
31600,122,1245,20,2760
31620,147,441,20,2780
31620,3,89,20,2780
31620,261,694,20,2780
31640,74,1209,20,2800
31640,27,62,20,2800
31640,74,215,20,2800
31640,20,215,20,2800
31640,117,461,20,2800
31640,261,694,20,2800
31660,80,894,20,2820
31680,440,487,20,2840
31680,164,1245,20,2840
31700,295,653,20,2860
31700,429,1245,20,2860
31700,89,432,20,2860
31700,1090,1414,20,2860
31700,1323,1362,20,2860
31700,89,1414,20,2860
31700,489,970,20,2860
31700,1323,1492,20,2860
31720,242,977,20,2880
31720,147,985,20,2880
31720,20,429,20,2880
31740,77,977,20,2900
31740,461,1492,20,2900
31740,242,1492,20,2900
31740,15,120,20,2900
31740,261,694,20,2900
31740,77,378,20,2900
31760,461,977,20,2920
31760,1204,1492,20,2920
31760,3,147,20,2920
31760,147,1492,20,2920
31760,1204,1245,20,2920
31760,220,429,20,2920
31760,1260,1323,20,2920
31760,3,985,20,2920
31760,34,295,20,2920
31760,164,432,20,2920
31760,977,985,20,2920
31760,432,461,20,2920
31780,432,1245,20,2940
31780,1245,1492,20,2940
31780,426,1492,20,2940
31780,432,1090,20,2940
31780,1414,1492,20,2940
31780,97,147,20,2940
31780,440,1260,20,2940
31780,461,1260,20,2940
31780,432,461,20,2940
31800,89,977,20,2960
31800,429,1260,20,2960
31800,77,977,20,2960
31800,164,1323,20,2960
31800,378,741,20,2960
31800,74,1362,20,2960
31800,429,1323,20,2960
31800,261,694,20,2960
31800,426,977,20,2960
31800,165,425,20,2960
31820,1245,1492,20,2980
31820,628,880,20,2980
31820,441,1260,20,2980
31820,461,1362,20,2980
31820,89,487,20,2980
31820,378,461,20,2980
31820,77,461,20,2980
31840,487,1245,20,3000
31840,162,372,20,3000
31840,434,487,20,3000
31840,432,1090,20,3000
31840,34,295,20,3000
31840,165,884,20,3000
31840,1090,1323,20,3000
31840,461,1414,20,3000
31840,261,694,20,3000
31840,165,295,20,3000
31840,117,1323,20,3000
31860,89,977,20,3020
31860,432,1362,20,3020
31860,461,977,20,3020
31860,215,461,20,3020
31860,162,372,20,3020
31860,432,461,20,3020
31860,432,1414,20,3020
31860,20,429,20,3020
31860,1209,1414,20,3020
31860,1323,1362,20,3020
31860,259,653,20,3020
31860,165,447,20,3020
31860,259,763,20,3020
31860,97,1323,20,3020
31860,215,985,20,3020
31860,198,267,20,3020
31860,165,425,20,3020
31860,117,1245,20,3020
31880,160,628,20,3040
31880,198,267,20,3040
31900,198,267,20,3060
31900,80,894,20,3060
31900,97,117,20,3060
31920,378,432,20,3080
31920,447,884,20,3080
31920,74,378,20,3080
31920,198,267,20,3080
31920,97,378,20,3080
31920,97,429,20,3080
31920,440,1323,20,3080
31920,97,1323,20,3080
31920,77,97,20,3080
31920,164,1260,20,3080
31920,242,985,20,3080
31920,1323,1492,20,3080
31920,165,295,20,3080
31920,378,461,20,3080
31920,89,242,20,3080
31940,3,97,20,3100
31940,3,117,20,3100
31940,122,429,20,3100
31940,1204,1260,20,3100
31940,198,267,20,3100
31940,441,1204,20,3100
31940,977,1209,20,3100
31940,1245,1260,20,3100
31940,649,779,20,3100
31940,80,894,20,3100
31940,3,164,20,3100
31960,426,1090,20,3120
31960,378,432,20,3120
31960,74,164,20,3120
31960,160,425,20,3120
31960,20,429,20,3120
31960,80,894,20,3120
31960,117,1090,20,3120
31960,198,267,20,3120
31960,429,1090,20,3120
31980,74,215,20,3140
31980,198,267,20,3140
31980,215,977,20,3140
31980,426,985,20,3140
31980,97,242,20,3140
31980,80,894,20,3140
31980,165,425,20,3140
32000,378,461,20,3160
32000,77,378,20,3160
32000,441,1323,20,3160
32000,147,985,20,3160
32000,80,894,20,3160
32000,165,425,20,3160
32020,378,977,20,3180
32020,74,215,20,3180
32020,89,158,20,3180
32020,574,1362,20,3180
32020,165,884,20,3180
32020,165,447,20,3180
32020,378,461,20,3180
32020,621,797,20,3180
32040,20,985,20,3200
32040,763,884,20,3200
32040,74,215,20,3200
32040,426,985,20,3200
32040,165,447,20,3200
32040,80,894,20,3200
32060,198,267,20,3220
32060,14,460,20,3220
32060,34,677,20,3220
32080,460,489,20,3240
32080,574,985,20,3240
32080,489,498,20,3240
32080,425,628,20,3240
32080,34,763,20,3240
32080,460,909,20,3240
32080,468,743,20,3240
32080,27,165,20,3240
32080,245,909,20,3240
32100,464,880,20,3260
32100,468,753,20,3260
32100,372,491,20,3260
32100,34,677,20,3260
32100,464,653,20,3260
32100,468,743,20,3260
32100,242,434,20,3260
32100,743,753,20,3260
32100,461,1362,20,3260
32100,425,447,20,3260
32100,220,720,20,3260
32100,172,184,20,3260
32100,242,441,20,3260
32120,372,491,20,3280
32120,3,147,20,3280
32120,215,426,20,3280
32120,89,432,20,3280
32120,172,184,20,3280
32120,3,1090,20,3280
32120,172,210,20,3280
32120,158,378,20,3280
32120,14,460,20,3280
32120,220,720,20,3280
32120,460,464,20,3280
32120,74,574,20,3280
32140,468,753,20,3300
32140,97,429,20,3300
32140,89,461,20,3300
32140,653,880,20,3300
32140,295,333,20,3300
32140,295,884,20,3300
32140,295,447,20,3300
32140,77,1260,20,3300
32140,89,741,20,3300
32140,261,642,20,3300
32140,441,1260,20,3300
32140,172,210,20,3300
32140,34,763,20,3300
32140,20,1492,20,3300
32140,74,378,20,3300
32140,3,77,20,3300
32140,97,147,20,3300
32140,468,743,20,3300
32140,269,706,20,3300
32140,99,333,20,3300
32140,653,970,20,3300
32140,447,884,20,3300
32140,743,753,20,3300
32140,880,970,20,3300
32140,741,1260,20,3300
32140,220,720,20,3300
32160,147,164,20,3320
32160,215,1362,20,3320
32160,1209,1414,20,3320
32160,468,743,20,3320
32160,743,753,20,3320
32160,165,425,20,3320
32160,468,753,20,3320
32160,295,909,20,3320
32160,426,1323,20,3320
32160,158,1245,20,3320
32160,432,461,20,3320
32180,468,753,20,3340
32180,261,642,20,3340
32180,574,977,20,3340
32180,440,1323,20,3340
32180,426,1323,20,3340
32180,80,894,20,3340
32200,117,147,20,3360
32200,20,1260,20,3360
32200,378,432,20,3360
32200,158,977,20,3360
32200,89,164,20,3360
32200,441,574,20,3360
32200,333,763,20,3360
32200,261,642,20,3360
32200,460,909,20,3360
32200,164,378,20,3360
32200,245,880,20,3360
32200,489,970,20,3360
32200,259,460,20,3360
32200,245,970,20,3360
32200,440,1492,20,3360
32200,34,259,20,3360
32200,1245,1260,20,3360
32200,333,970,20,3360
32200,378,461,20,3360
32220,20,158,20,3380
32220,333,447,20,3380
32220,215,741,20,3380
32220,333,763,20,3380
32220,468,753,20,3380
32220,74,985,20,3380
32220,158,1260,20,3380
32220,706,921,20,3380
32220,147,158,20,3380
32220,215,1245,20,3380
32220,295,425,20,3380
32220,215,985,20,3380
32240,468,753,20,3400
32240,706,921,20,3400
32240,333,763,20,3400
32240,447,763,20,3400
32240,20,122,20,3400
32240,489,909,20,3400
32240,429,1090,20,3400
32240,333,447,20,3400
32240,269,706,20,3400
32240,269,921,20,3400
32240,147,429,20,3400
32240,261,642,20,3400
32240,80,894,20,3400
32260,55,440,20,3420
32260,468,753,20,3420
32260,164,215,20,3420
32260,372,491,20,3420
32260,242,432,20,3420
32260,977,1414,20,3420
32260,55,434,20,3420
32260,333,447,20,3420
32260,426,985,20,3420
32260,460,970,20,3420
32260,434,1323,20,3420
32260,269,706,20,3420
32260,215,432,20,3420
32260,80,894,20,3420
32260,117,242,20,3420
32260,20,432,20,3420
32280,34,165,20,3440
32280,372,491,20,3440
32280,242,432,20,3440
32280,447,763,20,3440
32280,461,574,20,3440
32280,333,447,20,3440
32280,460,970,20,3440
32280,242,1362,20,3440
32280,460,489,20,3440
32280,173,425,20,3440
32280,1245,1323,20,3440
32280,160,970,20,3440
32280,425,628,20,3440
32280,14,653,20,3440
32280,173,464,20,3440
32280,164,1323,20,3440
32280,464,909,20,3440
32280,333,763,20,3440
32280,59,211,20,3440
32280,80,894,20,3440
32280,426,985,20,3440
32280,20,74,20,3440
32280,99,464,20,3440
32280,99,489,20,3440
32280,14,173,20,3440
32300,158,441,20,3460
32300,158,440,20,3460
32300,1362,1492,20,3460
32300,55,164,20,3460
32300,372,491,20,3460
32300,425,628,20,3460
32300,97,117,20,3460
32300,447,763,20,3460
32300,89,1260,20,3460
32300,97,429,20,3460
32300,977,1414,20,3460
32300,333,447,20,3460
32300,158,1492,20,3460
32300,147,985,20,3460
32300,426,1204,20,3460
32300,211,753,20,3460
32300,117,441,20,3460
32300,653,880,20,3460
32300,1209,1362,20,3460
32300,20,122,20,3460
32320,432,1260,20,3480
32320,74,215,20,3480
32320,440,741,20,3480
32320,1090,1260,20,3480
32320,72,921,20,3480
32320,3,1260,20,3480
32320,164,378,20,3480
32320,3,1492,20,3480
32320,741,1342,20,3480
32320,261,751,20,3480
32320,1090,1204,20,3480
32320,215,1323,20,3480
32320,378,1492,20,3480
32320,3,440,20,3480
32320,55,1260,20,3480
32340,117,147,20,3500
32340,34,165,20,3500
32340,55,440,20,3500
32340,215,1245,20,3500
32340,372,491,20,3500
32340,55,441,20,3500
32340,117,741,20,3500
32340,117,1204,20,3500
32340,14,489,20,3500
32340,55,74,20,3500
32340,99,295,20,3500
32340,14,970,20,3500
32340,215,1323,20,3500
32340,432,440,20,3500
32340,653,970,20,3500
32340,119,866,20,3500
32360,119,866,20,3520
32360,211,219,20,3520
32360,242,1245,20,3520
32360,372,491,20,3520
32360,74,215,20,3520
32360,425,628,20,3520
32360,429,441,20,3520
32360,156,333,20,3520
32360,464,653,20,3520
32360,89,432,20,3520
32360,122,432,20,3520
32360,242,432,20,3520
32360,27,245,20,3520
32360,261,751,20,3520
32360,378,441,20,3520
32360,27,653,20,3520
32360,429,1090,20,3520
32360,14,295,20,3520
32380,34,165,20,3540
32380,372,491,20,3540
32380,574,1492,20,3540
32380,77,1362,20,3540
32380,1260,1323,20,3540
32380,425,544,20,3540
32380,215,1209,20,3540
32380,426,1492,20,3540
32380,20,378,20,3540
32380,34,259,20,3540
32380,215,574,20,3540
32400,464,880,20,3560
32400,259,628,20,3560
32400,372,491,20,3560
32400,34,489,20,3560
32400,628,880,20,3560
32400,211,706,20,3560
32400,874,977,20,3560
32400,173,489,20,3560
32400,245,909,20,3560
32400,159,333,20,3560
32400,425,464,20,3560
32400,259,909,20,3560
32420,372,491,20,3580
32420,27,259,20,3580
32420,34,489,20,3580
32420,14,909,20,3580
32420,14,295,20,3580
32420,460,970,20,3580
32420,27,295,20,3580
32420,89,429,20,3580
32420,1260,1362,20,3580
32420,55,1245,20,3580
32420,1323,1342,20,3580
32420,295,884,20,3580
32420,985,1260,20,3580
32420,1342,1362,20,3580
32420,160,909,20,3580
32420,27,628,20,3580
32420,20,432,20,3580
32420,20,1209,20,3580
32420,99,628,20,3580
32420,20,74,20,3580
32420,434,1245,20,3580
32420,874,977,20,3580
32420,99,884,20,3580
