bin_id,node_id,in_degree,out_degree,constraint,effective_size,homophily_ratio,temporal_betweenness
0,147,2120,13320,0.35656562628588506,788.0,0.9346368182437973,0.2591831043290916
0,440,4900,1380,0.06851111584795122,4762.0,0.7109800319049997,0.41995043579245733
0,372,8880,6400,0.884123662661029,8240.0,0.611690952309639,0.2366001298510132
0,77,900,13320,0.4868159458704623,-432.0,0.8159162623592054,0.17705685644574432
0,295,4220,2660,0.9814520911312551,3954.0,0.9935739495578606,0.009711189239918372
0,27,200,4420,0.8611516719959206,-242.0,0.5761759368908927,0.24731239864394605
0,160,2140,7240,0.7573983081258283,1416.0,0.8584860756432393,0.19808992411148574
0,74,1060,8860,0.5086038777634059,174.0,0.7247952589075664,0.29665544971050234
0,122,11660,7580,0.5207474962611127,10902.0,0.5405097388726191,0.45912317577912104
0,977,1860,100,0.8982196532882156,1850.0,0.5287907838000251,0.45068520269853074
0,434,220,300,0.8472976336049642,190.0,0.6985290099061428,0.29860802525068564
0,426,4560,5620,0.33312276836414134,3998.0,0.7046974300879745,0.17920874089508626
0,741,9420,1660,0.6946507722251223,9254.0,0.7158893702479148,0.2665474770709381
0,290,1440,5060,0.25507800372044087,934.0,0.8983545960110272,0.042893591030136013
0,1492,8140,0,0.2653637395622107,8140.0,0.6798070432423857,0.01825277643048262
0,89,60,5640,0.07027514187710981,-504.0,0.6919950029490212,0.10268430465926814
0,387,4720,8420,0.4943613584863533,3878.0,0.5185262349895481,0.21223403412429703
0,220,5900,4520,0.757105508119794,5448.0,0.6346742080985862,0.2704306806273563
0,432,1240,3280,0.596652497563141,912.0,0.9795325650699256,0.005550983306050528
0,378,2640,9060,0.1943483484503573,1734.0,0.6776123135192682,0.035199470300615376
0,55,40,3900,0.59328295832821,-350.0,0.7710284301197069,0.44059288556089565
0,859,12140,240,0.168886959510956,12116.0,0.6935511793192728,0.30473829217374904
0,441,1240,720,0.6658333605287897,1168.0,0.9504478458891702,0.015612323424931962
0,487,1400,1980,0.8525832455401705,1202.0,0.6518637416931947,0.3954347302283044
0,475,240,220,0.29522766195205563,218.0,0.8220176751716795,0.48492362990762494
0,677,460,4040,0.31225211384204465,56.0,0.9968214762202825,0.44146994769189446
0,751,3320,2680,0.9323352831218767,3052.0,0.8642843815084886,0.32922555459557806
0,3,0,4200,0.8864318931290315,-420.0,0.8162941881717674,0.10067846305559319
0,435,4700,4300,0.7035211915259004,4270.0,0.586800293462387,0.23085129015376782
0,158,4300,3640,0.6045701203450398,3936.0,0.5538613462609319,0.3310056813951842
0,401,5160,5840,0.7240675575695991,4576.0,0.9390774545333214,0.4592820154103422
0,653,3700,420,0.8602583595301457,3658.0,0.7065598177427358,0.38508814027934823
0,159,4140,5240,0.4436450053810661,3616.0,0.5826912399347755,0.05349334468789446
0,544,900,800,0.8007509471549217,820.0,0.895971150387358,0.2929811362860495
0,909,3920,40,0.03903756041618722,3916.0,0.8991045013276042,0.23816340014608045
0,970,1480,0,0.6622101362688401,1480.0,0.5018251307303903,0.15510425551302137
0,460,2140,3120,0.20039959119499418,1828.0,0.8620447912241929,0.10341036740357801
0,99,1100,28600,0.9814133600804298,-1760.0,0.7131498738449185,0.3355590254187841
0,236,2040,1300,0.6119966007131166,1910.0,0.8642713985665254,0.022111031230361566
0,628,3000,400,0.04790117531041649,2960.0,0.906307647839498,0.16495970114382558
0,79,460,3060,0.3873572570366961,154.0,0.8137298324541982,0.19793572381845687
0,173,260,2960,0.2642035878302915,-36.0,0.5141283250440281,0.29236583690050916
0,1260,4300,200,0.46882525497358274,4280.0,0.6895814866750167,0.06617085112839344
0,603,14960,10600,0.05681640526496601,13900.0,0.8759000279782587,0.4176379373458414
0,156,1240,9760,0.7310839291966476,264.0,0.7542266715646213,0.31806650367857525
0,34,420,9160,0.17621456491145426,-496.0,0.7180449706670857,0.010129450776704685
0,464,2620,960,0.6689253328873215,2524.0,0.9180650408339261,0.3789167963973223
0,165,300,2640,0.4146582655560259,36.0,0.6198715893139146,0.11688683054406218
0,245,300,1400,0.33518356179088227,160.0,0.5907825353970378,0.4251556597760803
0,259,7360,9800,0.9545158044496294,6380.0,0.7860451156712149,0.403359439630548
0,884,15900,1220,0.25854237922602996,15778.0,0.8213266689554641,0.006898550700025707
0,162,3120,11020,0.9089257003711244,2018.0,0.536250432795116,0.3326299394073031
0,261,4000,5600,0.986723562248695,3440.0,0.9302590239896433,0.19435200147161225
0,232,60,11140,0.08056110155112284,-1054.0,0.5953615418095839,0.08634783130638934
0,272,2540,11200,0.33319450136456696,1420.0,0.7323061348287097,0.06701911568500607
0,80,0,920,0.7427124374626705,-92.0,0.9273428962559964,0.42756788540124663
0,894,1540,0,0.37448744945673484,1540.0,0.5497453693251315,0.3404902081803434
0,694,4520,6160,0.25385106391256707,3904.0,0.8608812633657292,0.16386576686277587
0,62,20,0,0.30525185698814117,20.0,0.5942713129332131,0.1992663136038026
0,120,600,2300,0.0045602928409569365,370.0,0.7668020194539702,0.2061104015987748
0,880,3040,2440,0.9491321203310815,2796.0,0.6474278986839301,0.24572533160554239
0,198,740,15680,0.3776118590806178,-828.0,0.7743853331168705,0.27835669531270646
0,267,7340,14260,0.7255693028202391,5914.0,0.7518485425636674,0.2057041372119902
0,621,1960,1520,0.7683975559096132,1808.0,0.6006808063309825,0.3350383934668967
0,797,3760,1160,0.31343389412770273,3644.0,0.868197411469062,0.37165887153120436
0,14,0,3780,0.19948912610747338,-378.0,0.9227902053421428,0.3085350844691068
0,498,4080,160,0.012277642470960082,4064.0,0.6638975210919288,0.010908828971677997
0,468,17640,4740,0.5809637669498579,17166.0,0.599781971212799,0.22407633315387976
0,743,8440,1060,0.20941884636236952,8334.0,0.9398784413085886,0.3389855257872802
0,753,6640,2660,0.0661268652335838,6374.0,0.9076372850146185,0.3262419064990016
0,172,0,12200,0.986330385736307,-1220.0,0.847939118593026,0.26836446398991465
0,184,600,4020,0.919193005980599,198.0,0.9677328603514234,0.018858860081893802
0,210,2300,6060,0.8668072210315073,1694.0,0.9830674294549065,0.058303377177016225
0,333,3180,4500,0.3071672598975598,2730.0,0.9154953033039663,0.12754419790201837
0,642,6120,2940,0.32525605397189783,5826.0,0.6458022180476515,0.08963192279669802
0,269,20,1360,0.9743647261389935,-116.0,0.9398848759178111,0.04327364658837973
0,706,6900,4080,0.989467455006296,6492.0,0.7998669479547543,0.08305953646522346
0,921,11900,320,0.04768104838117426,11868.0,0.7040930555687286,0.35403034084821244
0,59,80,4840,0.2627598186275505,-404.0,0.6791018899006454,0.11267724117898764
0,211,280,820,0.8357556813297232,198.0,0.8401502514863008,0.44921524683524566
0,72,200,2540,0.019554099333734754,-54.0,0.8898594100608854,0.3889267961427022
0,1342,6740,40,0.7360496106843932,6736.0,0.8484988101224251,0.38024294391101177
0,119,40,29520,0.9576892571893993,-2912.0,0.9982440234493433,0.41596848527365626
0,866,12920,2520,0.07757906802879844,12668.0,0.5668881595830687,0.42498258520146265
0,219,2860,1300,0.7755728809879354,2730.0,0.8503667997883897,0.09064117582543041
0,874,2460,2540,0.8870872213877479,2206.0,0.8211105260864164,0.09308855386988935
0,959,9620,80,0.5522678519276178,9612.0,0.9891511578474416,0.02289230856824509
0,322,5640,12280,0.5403318930476425,4412.0,0.5386777166509612,0.19284525479245496
0,893,4840,220,0.96757122600219,4818.0,0.7487857350694304,0.4426158514761515
0,577,1200,1360,0.2733275183754508,1064.0,0.7033370771473427,0.10906366365195119
0,1485,16360,0,0.89496794736283,16360.0,0.8363497157637021,0.3917785970207501
0,222,0,1420,0.601651811697967,-142.0,0.7949482254942744,0.3959417119150314
0,793,5160,1500,0.277066957132591,5010.0,0.9434430144378398,0.4879402772763504
0,771,220,420,0.004871106041082429,178.0,0.8176521157539527,0.13782106301272923
0,248,580,9140,0.38571574944002673,-334.0,0.5099069445166753,0.38119213933002755
0,510,5200,5460,0.17509565199003008,4654.0,0.6406307488518859,0.2443520849807423
0,39,120,38880,0.6405880903777784,-3768.0,0.8674942648775316,0.4320761667921306
0,465,520,2600,0.5022719182309177,260.0,0.7809038915238148,0.36162539525811
0,366,44460,9680,0.23155901287828817,43492.0,0.7129285068708952,0.1594185428539049
0,513,2200,820,0.5098478756958077,2118.0,0.9540812804196414,0.04523540610044913
0,270,2500,6820,0.781412169659095,1818.0,0.6529610824546297,0.35282741626431735
0,923,5100,120,0.23115620190093888,5088.0,0.5184177289599635,0.1978884379212162
0,889,5680,180,0.03899804437641452,5662.0,0.7239735665750695,0.22648713115426927
0,285,4300,16960,0.5753885856585006,2604.0,0.976999500118784,0.17708618473065874
0,520,3880,1980,0.8779255604577264,3682.0,0.5340077482996004,0.41889353477323765
0,674,1260,160,0.16350715061353138,1244.0,0.8671527667414562,0.47115012089576075
0,744,2600,6180,0.20595021395133928,1982.0,0.5650648215955067,0.15582676767728865
0,420,3400,1960,0.09308796889544169,3204.0,0.594080231115496,0.4189085083442357
0,954,7700,260,0.526476570968071,7674.0,0.6061564686351794,0.39375284611452654
0,504,2960,3500,0.22723373471194386,2610.0,0.6237598307317568,0.08489349801599166
0,638,1380,4380,0.028836750133075406,942.0,0.8346878851492601,0.18713470486558914
0,854,180,20,0.5402127430481314,178.0,0.507010949945149,0.25883425007316296
0,626,3440,820,0.7093299624644034,3358.0,0.8093559447170999,0.3624308996904582
0,656,4920,8120,0.13367372584958181,4108.0,0.5842119473759388,0.37045223875044625
0,18,0,3000,0.06332718021285255,-300.0,0.8180689796906927,0.34643243256900136
0,339,5040,6320,0.8695239758041323,4408.0,0.9923400479253683,0.41176727854828005
0,531,2780,1360,0.2452279411929169,2644.0,0.7652218989546591,0.460710903163988
0,118,1120,3180,0.08661166886515648,802.0,0.9843428626019304,0.3324342959841949
0,407,20180,5620,0.7232979063681796,19618.0,0.7844902013945307,0.04383872566016839
0,246,820,6160,0.011846897583356664,204.0,0.6004078653679101,0.4761690045840406
0,527,4660,3620,0.9484406577634624,4298.0,0.7493679495116652,0.3209937117765605
0,784,480,1280,0.6279860854481938,352.0,0.5249975682329282,0.390057409473477
0,650,1680,1060,0.0689647930303704,1574.0,0.9939894932217275,0.12644100716124052
0,845,14000,720,0.4544902787455045,13928.0,0.7105760981112832,0.009715637664669485
0,867,6360,1080,0.852325761891302,6252.0,0.958596957093627,0.1720004501560658
0,131,180,3200,0.8361388306168785,-140.0,0.8404780987607969,0.29017755942002854
0,466,1700,1560,0.36250712496287674,1544.0,0.911724733637437,0.2453977731707549
0,496,60,620,0.07573738328492285,-2.0,0.5932137665510041,0.09873067361383192
0,445,4020,1640,0.23834212691074974,3856.0,0.536742559980514,0.4431895149509538
0,691,6260,280,0.7851453522951926,6232.0,0.6451110118918393,0.043823559152911584
0,525,12680,3900,0.6622957580390761,12290.0,0.9883701653347681,0.1287231651747761
0,882,17560,5400,0.5363787878638081,17020.0,0.9022757618533694,0.3429766096513719
0,205,1560,8540,0.6599415322224987,706.0,0.7769696927441587,0.2232067963805991
0,615,10360,3840,0.816613911150365,9976.0,0.6403333194310773,0.15197132609682634
0,141,3620,4500,0.1714044862883335,3170.0,0.8005245906241963,0.22537596430177959
0,998,2360,1380,0.3179344709236672,2222.0,0.8249489563138994,0.1624850722510121
0,809,5000,880,0.3615551194208947,4912.0,0.9267787033605286,0.4261058597982259
0,43,20,4480,0.7825323657901141,-428.0,0.5697232078312193,0.3523307766830836
0,252,880,10540,0.48661100474794183,-174.0,0.8920285464464155,0.07587262790066052
0,250,3940,2440,0.27669241962151037,3696.0,0.7720691328918375,0.3011593846518997
0,38,0,2100,0.7127283882551652,-210.0,0.6043785692071505,0.18244869440389483
0,790,3340,100,0.2685833611458548,3330.0,0.9106821663384297,0.4471736040553624
0,428,5640,6060,0.8362691718334828,5034.0,0.9582595628952743,0.3350348124221428
0,1392,6920,0,0.48976728419838667,6920.0,0.9979971776803797,0.19322212607863676
0,502,820,400,0.9713701082600907,780.0,0.9562613422707746,0.2186964211851985
0,346,1940,9360,0.4630770417219312,1004.0,0.5394089000033846,0.27100369144834435
0,424,4620,9740,0.6545551540668378,3646.0,0.9557365445096115,0.2520455876654917
0,343,2320,4980,0.12139636594425818,1822.0,0.7549884875285271,0.2933587896751368
0,486,2040,2780,0.03615292492126321,1762.0,0.8534103515833016,0.048628265791247904
0,871,8800,40,0.6075270223010476,8796.0,0.7030078518695637,0.07137915853572468
0,908,7920,60,0.025040427620075856,7914.0,0.7259613351828343,0.46609541929711196
0,275,6100,10420,0.8395568686437017,5058.0,0.505439060399155,0.46422294413290166
0,725,2480,80,0.6748739906383429,2472.0,0.5307002013651108,0.4083169043813239
0,477,780,900,0.44655743508838275,690.0,0.6360206300017499,0.09004724056095581
0,453,420,1360,0.49970254462227404,284.0,0.7613011422311116,0.4674754183787942
0,1,0,20,0.271278873178598,-2.0,0.6089063878970638,0.4338439849254927
0,63,60,10620,0.026401373168314035,-1002.0,0.7857279413089613,0.1685766042912084
0,488,3920,11040,0.5015733101054115,2816.0,0.6929695715040182,0.000890850242835417
0,47,0,8620,0.018826192273232567,-862.0,0.8058715490130323,0.1294237051166216
0,197,140,6200,0.7930778252336633,-480.0,0.8870899834120803,0.2781984901188415
0,353,8740,1980,0.4617515955762175,8542.0,0.9525765065049484,0.49623441802395046
0,1164,27280,20,0.5106498257967548,27278.0,0.9135645627264639,0.00047493569598167085
0,939,7760,0,0.36519099309387204,7760.0,0.9566203312070156,0.12915438355741937
0,702,340,600,0.08715697293871316,280.0,0.7808270968503598,0.09222961130264196
0,54,20,4480,0.6297050508228734,-428.0,0.6818936943397805,0.25859273169528707
0,178,940,940,0.4616262996249688,846.0,0.5800616333512196,0.332463854770527
0,580,2700,120,0.06099343340857055,2688.0,0.9286360878618506,0.13225336002487909
0,836,9680,60,0.06471052875131145,9674.0,0.804736756802872,0.017711790532964455
0,183,4280,12380,0.3560473709025006,3042.0,0.8176153128491941,0.05219065516411703
0,1067,10080,2580,0.7059389202721161,9822.0,0.8225569081858128,0.33138222268428924
0,582,7280,5880,0.9830252541245867,6692.0,0.6569145623163123,0.11970242576382278
0,413,2680,1900,0.8096183510337092,2490.0,0.5248496780419003,0.07187832082648926
0,478,5800,5380,0.010133243181968177,5262.0,0.8297121287843808,0.0032204303362574627
0,660,2740,240,0.3996810552555802,2716.0,0.7105647311599197,0.06933888651789522
0,110,0,500,0.3215361737423734,-50.0,0.9465903565661968,0.10802165705414601
0,778,120,1160,0.9300317682292932,4.0,0.8139298106951127,0.31623358568569454
0,106,0,300,0.06236577661449594,-30.0,0.8632763834553638,0.32923530962977954
0,253,420,880,0.12781002777901396,332.0,0.7163662424363193,0.49535536156964655
0,134,0,20,0.7912486024508449,-2.0,0.9966243865078979,0.49958543977415143
0,193,20,0,0.6185271928790113,20.0,0.8251090982716117,0.20592515909949327
1,489,920,994,0.04936734621379657,820.6,0.5761825602908643,0.11233632305997737
1,859,6481,460,0.26509451167072173,6435.0,0.8044095168752448,0.21104464022330333
1,520,5501,860,0.7999875852482672,5415.0,0.5608769788702739,0.35562375829814963
1,183,1081,6900,0.8066969438940563,391.0,0.5349022745383456,0.45603540214873317
1,122,381,1460,0.35812310331023445,235.0,0.6424983297816882,0.42972767588618216
1,487,921,9400,0.7588553659588583,-19.0,0.7324361266322637,0.3296646119111228
1,634,10741,3600,0.27861158316067036,10381.0,0.956775291870642,0.007179811996938401
1,120,1681,4720,0.6667005253708929,1209.0,0.7482464077236451,0.20308662590036625
1,886,2641,4700,0.038483978163906474,2171.0,0.5978075324669749,0.48113262951004193
1,477,2121,3100,0.28529271190939487,1811.0,0.8379161238292517,0.09275336428480796
1,71,1701,11200,0.4349665842656969,581.0,0.9213237725170262,0.43258969007692966
1,164,1141,2020,0.7903314140974778,939.0,0.5116300902997051,0.4977396431993795
1,702,343,60,0.06669804006651237,337.0,0.969380579055158,0.34043970879194196
1,134,2360,3860,0.6905093804716431,1974.0,0.940488750337626,0.40720501696900996
1,193,4720,8420,0.30938957759245056,3878.0,0.8066088562963473,0.35548307483281
1,603,14760,5740,0.006462793340666573,14186.0,0.6937343498840431,0.4704387680363013
1,725,2800,260,0.16589294597843873,2774.0,0.5251688953181753,0.4203849448232499
1,694,3380,2320,0.6773046381949372,3148.0,0.5372311459360357,0.16849369433302513
1,246,900,6840,0.4142317874938156,216.0,0.6749291166892633,0.16399165139239752
1,866,6220,80,0.19314603266380648,6212.0,0.6496090882848589,0.44644552765642753
1,504,4820,6260,0.1894618582775438,4194.0,0.8621360960614862,0.20405558011668123
1,510,6440,4540,0.6586554461471242,5986.0,0.7487928367221311,0.2394614981602492
1,428,3520,4920,0.19889500204098431,3028.0,0.9223307598016028,0.28246147543062006
1,478,9360,3320,0.021621178507521766,9028.0,0.8019498355105609,0.30049065645278217
1,47,0,2100,0.5197063844370875,-210.0,0.772221656325732,0.08660020265301871
1,691,8440,4160,0.6576705338530081,8024.0,0.6897220218855658,0.26205391675601036
1,15,20,6780,0.6144832261821226,-658.0,0.9958643197469381,0.2286580764354484
1,141,1040,5540,0.8689431582334672,486.0,0.9181192230637223,0.41223207882208057
1,259,1380,3620,0.6624455466655881,1018.0,0.9722079318757133,0.14874282012390538
1,236,1800,1700,0.40143467482711337,1630.0,0.5491252613073494,0.2159422190836568
1,447,1940,320,0.7436942600341914,1908.0,0.958314181425195,0.31480998817666694
1,54,40,3760,0.8573052880659893,-336.0,0.945244396601338,0.1141313622136168
1,159,6600,4820,0.2874019677988161,6118.0,0.9262488305615779,0.18709420107955865
1,779,5540,420,0.7954766476859935,5498.0,0.9606380494998332,0.11706744309822725
1,250,3320,3420,0.8226742186908876,2978.0,0.5246720951501527,0.18277044665869546
1,156,1920,7040,0.17352034147323336,1216.0,0.8841910939819608,0.399249195673265
1,909,7340,420,0.7339554605786751,7298.0,0.5062246394342202,0.11446134144087305
1,1245,11700,700,0.498219064518422,11630.0,0.5666650264811431,0.11261531503765265
1,74,20,12420,0.8287136731535845,-1222.0,0.7410996968449327,0.005194994819893994
1,763,5020,440,0.008814097903401041,4976.0,0.9230017613010677,0.4495483746206838
1,232,200,7620,0.925858636434787,-562.0,0.726381882095444,0.001726010769073194
1,374,1740,1640,0.28613916567527287,1576.0,0.8257142661939496,0.42824301525485176
1,413,180,1880,0.054871348756107885,-8.0,0.6722073265556664,0.13266048686171922
1,461,280,1340,0.04502403527720211,146.0,0.537255828943241,0.30264131050862536
1,366,7480,4400,0.9192385645135596,7040.0,0.7961206426754188,0.20062091246014202
1,162,4000,2740,0.39968295999060965,3726.0,0.5017478055082092,0.25727748576942705
1,372,4260,5340,0.1543201070435778,3726.0,0.6770797306338224,0.2582466504080176
1,387,2920,30000,0.4622797667314361,-80.0,0.8514352468775792,0.47507910927558933
1,89,0,3880,0.2527751322208248,-388.0,0.6099387514488249,0.2822430474522805
1,720,6140,2500,0.38626741875785287,5890.0,0.9999534798885251,0.3917168340952854
1,198,1560,26400,0.7004288849178356,-1080.0,0.7227994395335193,0.35641488161443996
1,267,13500,12740,0.3194833968704315,12226.0,0.7775135455880028,0.3947857335574016
1,211,1760,3220,0.8550240561134619,1438.0,0.8427228446611112,0.340385728332635
1,706,5220,3700,0.6772141297050349,4850.0,0.8874450930232708,0.21848514097796568
1,72,400,3900,0.8094207077126158,10.0,0.7459222807686177,0.2293124751982662
1,753,3980,1600,0.41245847877748254,3820.0,0.9533997328631422,0.1417201495215144
1,475,3860,2640,0.6118068035860839,3596.0,0.8499764218521402,0.0199304743296006
1,498,2760,380,0.03985098430703793,2722.0,0.5362883097799839,0.37546753344458533
1,874,3420,1680,0.43977862301989057,3252.0,0.8179748095857287,0.10367070525185268
1,184,1700,5980,0.07812453006740905,1102.0,0.6350158947067901,0.44550851898333316
1,333,7800,1420,0.07748150673972243,7658.0,0.9091689543239756,0.01208990854587949
1,322,5080,22740,0.5729250295858744,2806.0,0.5851147397664676,0.12766980522356158
1,106,80,1900,0.904591173016517,-110.0,0.534142889405107,0.3059515777985992
1,435,5520,1380,0.17239887511778573,5382.0,0.5693243212700971,0.45054052327548805
1,248,500,13200,0.5499907065007208,-820.0,0.8830798031750302,0.137999739443399
1,743,3140,80,0.10661466697233046,3132.0,0.6270565154785201,0.49195469239428297
1,407,1300,3000,0.4833668853457944,1000.0,0.8346686959041476,0.11904589646058783
1,97,1300,4280,0.0533178037229497,872.0,0.6543760482668177,0.3453427429368231
1,378,1040,4860,0.9246690300120236,554.0,0.9773178767908774,0.014626196166889982
1,1492,6740,0,0.4946693420931567,6740.0,0.9240960822159344,0.31441995540138373
1,119,140,11320,0.8976039558809523,-992.0,0.5618039974649047,0.1430582121654843
1,270,5220,6640,0.6122320908792659,4556.0,0.837919132667919,0.160617285120764
1,346,940,6700,0.7607376673057717,270.0,0.6107808016890346,0.05830099425229274
1,39,440,7060,0.7693599090593288,-266.0,0.625530825336434,0.29307256139217713
1,219,5980,700,0.40194630052425206,5910.0,0.8874701755402749,0.35775681730201864
1,117,60,4340,0.6541564089375939,-374.0,0.7110822953717107,0.14516405370269758
1,200,120,2660,0.27966864935377933,-146.0,0.570534407950282,0.4833844070133211
1,921,5580,280,0.4938316041268138,5552.0,0.5177616624639161,0.14538212870863787
1,580,5800,2360,0.7266006451782341,5564.0,0.6708475054186817,0.0913571025263672
1,525,8700,3600,0.019256370342398466,8340.0,0.8940736372060574,0.13533818425444666
1,650,16200,120,0.43875604188598527,16188.0,0.9249318662117902,0.18080809264789227
1,466,1040,4440,0.7726644693819027,596.0,0.7616004572189694,0.1207424346432468
1,420,4400,1840,0.2967946450805674,4216.0,0.591101042821641,0.16682724839885354
1,59,20,2900,0.37721451110144755,-270.0,0.595024974366069,0.17959463924092667
1,272,2960,8900,0.8710628798580995,2070.0,0.7543244589806817,0.02173417333557881
1,18,1260,18600,0.09367320986143957,-600.0,0.7083802471122274,0.19775522640533916
1,797,1680,60,0.8189566390619152,1674.0,0.8099653436449321,0.3416004755255076
1,527,14920,1360,0.8899634928366933,14784.0,0.8218237456159693,0.07456998824741234
1,3,0,4840,0.8931657476358308,-484.0,0.9234706275922431,0.37171849086043757
1,491,5600,140,0.2777636412635369,5586.0,0.877977703574939,0.30257948589883604
1,751,3100,180,0.6817736103150362,3082.0,0.6733134932989582,0.3917041112037104
1,178,4960,3660,0.6091498661462046,4594.0,0.5815066600959126,0.33809286457884036
1,165,0,880,0.817190096935267,-88.0,0.7363529802389708,0.27056833123463164
1,1090,2720,0,0.16603985807536215,2720.0,0.9744958565530831,0.06133743155339527
1,871,480,0,0.07139440116415863,480.0,0.555037172894592,0.3398944985560951
1,118,740,1180,0.9290110840992561,622.0,0.9242908545595108,0.3967188796370709
1,1485,10740,0,0.8031802978608951,10740.0,0.69375069170507,0.06588892061499052
1,893,4380,380,0.09759608716619095,4342.0,0.7647701262365117,0.04128213336367126
1,220,4500,3740,0.7273106099367804,4126.0,0.5951084421553194,0.3590605099673124
1,147,4080,14500,0.6104132804667369,2630.0,0.7224226026939664,0.12175898109945216
1,577,4160,1740,0.3031860224735392,3986.0,0.7333332127213936,0.056178962616453776
1,79,300,4760,0.33030892580590443,-176.0,0.7142268891647721,0.3732706422219293
1,656,1340,4100,0.12883175752649456,930.0,0.9542453934444466,0.24560296919878788
1,43,0,820,0.19548695483153022,-82.0,0.907452782496956,0.11381286004533309
1,642,6380,2100,0.9006145854019462,6170.0,0.8839006167583207,0.3620764017966665
1,1342,7020,0,0.8614113646079342,7020.0,0.5535170987319928,0.12095013314799968
1,674,3400,480,0.3462460094311599,3352.0,0.582707071585335,0.035813331473460275
1,27,0,380,0.4199404460568713,-38.0,0.73999497494339,0.10963641894882109
1,1392,19660,0,0.6417707766246623,19660.0,0.7625469848013613,0.47583984885368613
1,131,80,2280,0.6002119851892375,-148.0,0.8415615667195819,0.2386323236658075
1,1164,1860,0,0.3809804262068387,1860.0,0.9396671181500247,0.21403279446009293
1,884,10280,1100,0.9630650535144762,10170.0,0.9615007948663532,0.4144477142600963
1,793,1620,3000,0.8068374321706139,1320.0,0.9303300250529272,0.3697890387618291
1,939,11600,80,0.39083267341557715,11592.0,0.7513343313027356,0.14078918507463134
1,836,11540,480,0.1576258885213866,11492.0,0.5302468257333475,0.17266930902379096
1,426,17520,5780,0.651370201888603,16942.0,0.5906375403127881,0.4624123421760081
1,1414,3480,0,0.1838409404021778,3480.0,0.7691590438336955,0.055560972529650476
1,445,980,680,0.6549877230068591,912.0,0.9249942498618673,0.49482475765515155
1,63,20,4440,0.2799552157801417,-424.0,0.6981867005732388,0.2777672130512347
1,880,2000,2260,0.5410862103917378,1774.0,0.9021463884527845,0.3689402538660848
1,269,20,200,0.5777656829466974,0.0,0.5181419507634943,0.38354806229178545
1,1362,5320,500,0.10365664937913788,5270.0,0.9005297829220696,0.27957803713444573
1,626,1180,300,0.14385051341970145,1150.0,0.7006136755171077,0.42424666611774153
1,401,3280,7720,0.8087248469902304,2508.0,0.9231617479265141,0.19586155758484725
1,977,2480,0,0.9426615852531618,2480.0,0.5659368539739046,0.3754407252205292
1,245,340,1320,0.2657912416528805,208.0,0.6121301787916227,0.4299938368866336
1,854,80,0,0.40597194803262693,80.0,0.5843733810487063,0.4033571269163529
1,531,800,1020,0.04579844555049162,698.0,0.7872572121465315,0.02465759158572961
